"Date","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2015-02-28,"10025","NY","New York","New York","New York",0,1038700,0.0041569992266048,0.0163405088062622,0.0363164721141375,0.0720573105248994,0.0678401708425431,"2015-02","2015-Q1",1038700,0,"2015-02"
2015-02-28,"60657","IL","Chicago","Cook","Chicago",1,300800,-0.00496195831955012,-0.0079155672823219,0.00467601870407482,0.00180494523456454,-0.00161455887728101,"2006-02","2006-Q1",318800,-0.0564617314930991,"2005-01"
2015-02-28,"60614","IL","Chicago","Cook","Chicago",2,374000,-0.00478978179882916,-0.0131926121372032,-0.0402874005645368,0.00345804668180283,-0.000904574177878703,"2007-08","2007-Q3",398900,-0.0624216595638004,"2005-01"
2015-02-28,"10002","NY","New York","New York","New York",3,911100,0.0042989417989418,0.0303064570846998,0.0733977379830349,0.0582422607110731,0.0697593500550477,"2015-02","2015-Q1",911100,0,"2015-02"
2015-02-28,"10467","NY","New York","Bronx","New York",4,325700,0.00711193568336425,0.0300442757748261,0.136030694105337,0.0246950145433484,0.0118867827040785,"2007-05","2007-Q2",393200,-0.171668362156663,"2005-11"
2015-02-28,"94109","CA","San Francisco","San Francisco","San Francisco",5,975100,0.008585022755482,0.028261098808394,0.108194112967383,0.0737113578228576,0.0358674100647798,"2015-02","2015-Q1",975100,0,"2015-02"
2015-02-28,"11226","NY","New York","Kings","New York",6,642300,0.00328022492970947,0.0148522673408121,0.196535022354694,0.0749037272956437,0.061686565010082,"2015-02","2015-Q1",642300,0,"2015-02"
2015-02-28,"60640","IL","Chicago","Cook","Chicago",7,188300,-0.00317628374801482,-0.0120671563483736,-0.0283797729618163,-0.0279734728382929,-0.0168594412501341,"2007-06","2007-Q2",234000,-0.195299145299145,"2002-06"
2015-02-28,"11375","NY","New York","Queens","New York",8,779600,0.00270096463022508,0.00515729757607014,0.0505322732785339,0.0278356858263893,0.0344907113413162,"2015-02","2015-Q1",779600,0,"2015-02"
2015-02-28,"11235","NY","New York","Kings","New York",9,584800,-0.00408719346049046,0.000513259195893926,-0.00594934557198708,0.018875784104762,0.0370635409792404,"2014-12","2014-Q4",588300,-0.00594934557198708,"2014-12"
2015-02-28,"32162","FL","The Villages","Sumter","The Villages",10,248200,0.000403063280935107,0.00161420500403551,0.0561702127659574,0.0402063952103899,0.0213678518015725,"2006-12","2006-Q4",253300,-0.0201342281879195,"2006-09"
2015-02-28,"90250","CA","Los Angeles","Los Angeles","Hawthorne",11,484300,0.00811823480432972,0.0256247352816603,0.111544640807895,0.0557158266416151,0.00703756574689107,"2006-07","2006-Q3",547400,-0.115272195834856,"2005-06"
2015-02-28,"37211","TN","Nashville","Davidson","Nashville",12,160400,0.00564263322884012,0.0223072020395156,0.0956284153005464,0.0261173957488363,0.0226608582000205,"2015-02","2015-Q1",160400,0,"2015-02"
2015-02-28,"10009","NY","New York","New York","New York",13,1124500,0.00689469914040115,0.0520160913088222,0.077829962618614,0.0551210857834132,0.0618432028024802,"2015-02","2015-Q1",1124500,0,"2015-02"
2015-02-28,"37013","TN","Nashville","Davidson","Nashville",14,142500,0.00493653032440056,0.0135135135135135,0.0730421686746988,0.014658264779644,0.00616917141056517,"2007-03","2007-Q1",148600,-0.041049798115747,"2006-03"
2015-02-28,"60647","IL","Chicago","Cook","Chicago",15,271800,-0.00403078050567974,-0.00802919708029197,-0.0829959514170041,0.00767931225488327,-0.000623317671276991,"2006-06","2006-Q2",310300,-0.124073477280052,"2005-02"
2015-02-28,"10029","NY","New York","New York","New York",16,720200,0.0116589408624807,0.0159401890252504,0.0746045956430916,0.046097493913043,,"2015-02","2015-Q1",720200,0,"2015-02"
2015-02-28,"60618","IL","Chicago","Cook","Chicago",17,316800,-0.00471253534401508,-0.0136986301369863,-0.0282208588957055,0.011835680813066,-0.000910824559817169,"2006-11","2006-Q4",354000,-0.105084745762712,"2005-01"
2015-02-28,"90046","CA","Los Angeles","Los Angeles","Los Angeles",18,1169800,0.00879613659882718,0.0294816509724545,0.162360890302067,0.0641078023327173,0.0278177196428346,"2015-02","2015-Q1",1169800,0,"2015-02"
2015-02-28,"28269","NC","Charlotte","Mecklenburg","Charlotte",19,154700,0.00454545454545455,0.0130975769482646,0.0625,0.0159951083500829,0.00443736445552667,"2007-09","2007-Q3",160900,-0.038533250466128,"2006-09"
2015-02-28,"30349","GA","Atlanta","Clayton","Riverdale",20,87100,0.00345622119815668,0.0283353010625738,0.167560321715818,0.00394993713281644,-0.0427335761650569,"2006-04","2006-Q2",141900,-0.386187455954898,"1998-03"
2015-02-28,"10003","NY","New York","New York","New York",21,1519200,0.0224106602059358,0.0751592356687898,0.129516728624535,0.0777458458745992,0.0653978822851615,"2015-02","2015-Q1",1519200,0,"2015-02"
2015-02-28,"94565","CA","San Francisco","Contra Costa","Pittsburg",22,306800,0.0138797091870456,0.038591740013541,0.196101364522417,0.123882914800888,-0.0288163702377287,"2006-01","2006-Q1",470000,-0.347234042553192,"2003-10"
2015-02-28,"10462","NY","New York","Bronx","New York",23,104100,0.00774443368828654,0.00872093023255814,-0.0713648528099911,-0.0249201847271507,,"2013-06","2013-Q2",118800,-0.123737373737374,
2015-02-28,"10456","NY","New York","Bronx","New York",24,263900,0.00189825360668185,0.0228682170542636,0.107892527287993,0.0112854715031481,0.0280104554606473,"2008-06","2008-Q2",284900,-0.0737100737100737,"2007-12"
2015-02-28,"21234","MD","Baltimore","Baltimore","Parkville",25,194800,0.00360638845955693,0.00775995861355406,0.0268845545598313,-0.00840791896340021,0.0079889678793974,"2007-06","2007-Q2",225200,-0.134991119005329,"2005-08"
2015-02-28,"60613","IL","Chicago","Cook","Chicago",26,188900,-0.000529100529100529,-0.00631246712256707,-0.0634605850272682,-0.0339421752147006,-0.0224701219956512,"2005-04","2005-Q2",238400,-0.207634228187919,"2001-08"
2015-02-28,"11209","NY","New York","Kings","New York",27,836300,0.00215698022768125,0.0108787622386075,0.0590097505381791,0.0409642276239834,0.0340047609715737,"2015-02","2015-Q1",836300,0,"2015-02"
2015-02-28,"11230","NY","New York","Kings","New York",28,826700,-0.000483617458590255,-0.00732468780019212,0.0651977837907486,0.0386847808288304,0.0309326590874832,"2014-09","2014-Q3",840500,-0.0164187983343248,"2014-07"
2015-02-28,"10463","NY","New York","Bronx","New York",29,530700,0.00378286362776622,0.0237268518518518,0.053185155784878,0.0219941902929437,0.0327501681255979,"2008-11","2008-Q4",544600,-0.0255233198677929,"2008-09"
2015-02-28,"20009","DC","Washington","District of Columbia","Washington",30,511600,0.00748326112642773,0.012467840886602,0.0262788365095286,0.0347375639975347,0.0182641130913663,"2015-02","2015-Q1",511600,0,"2015-02"
2015-02-28,"30044","GA","Atlanta","Gwinnett","Lawrenceville",31,135500,0.0044477390659748,0.00818452380952381,0.102522375915378,0.0183895145293695,-0.0140528426038473,"2007-02","2007-Q1",163600,-0.171760391198044,"2000-09"
2015-02-28,"11212","NY","New York","Kings","New York",32,312200,0.00353584056573449,0.00224719101123596,0.0303630363036304,-0.014761881280732,0.0144779714952421,"2008-07","2008-Q3",379400,-0.177121771217712,"2005-12"
2015-02-28,"60625","IL","Chicago","Cook","Chicago",33,251000,-0.00672734467748318,-0.0110323089046493,0.00965406275140788,-0.0126525996516449,-0.0130035596522845,"2007-10","2007-Q4",314100,-0.200891435848456,"2003-09"
2015-02-28,"60629","IL","Chicago","Cook","Chicago",34,133300,0.000750750750750751,-0.00522388059701493,0.0253846153846154,-0.0168211049586443,-0.0391331106390692,"2006-07","2006-Q3",232300,-0.426173052087817,"2001-12"
2015-02-28,"29483","SC","Charleston","Dorchester","Summerville",35,146400,0.00273972602739726,0.00342700479780672,0.0532374100719424,0.00206187318324291,0.00972151345541161,"2006-11","2006-Q4",155000,-0.0554838709677419,"2006-02"
2015-02-28,"37042","TN","Clarksville","Montgomery","Clarksville",36,119700,0.00419463087248322,0.00588235294117647,0.020460358056266,0.0103381152057711,0.0277921014168641,"2015-02","2015-Q1",119700,0,"2015-02"
2015-02-28,"11214","NY","New York","Kings","New York",37,590900,-0.00168947457340767,0.00271508569489225,0.110296880871853,0.0497215487961553,0.0329229983077244,"2015-01","2015-Q1",591900,-0.00168947457340767,"2014-12"
2015-02-28,"30096","GA","Atlanta","Gwinnett","Duluth",38,163200,0.00122699386503067,-0.000612369871402327,0.0296529968454259,0.0124625287982185,-0.00621592378601432,"2006-08","2006-Q3",184200,-0.11400651465798,"2003-07"
2015-02-28,"23464","VA","Virginia Beach","Virginia Beach City","Virginia Beach",39,237800,0.00379907133811735,0.00507185122569738,0.0149381135296628,-0.00586671913832837,0.00887031170744756,"2007-03","2007-Q1",266900,-0.109029599100787,"2005-07"
2015-02-28,"94501","CA","San Francisco","Alameda","Alameda",40,751100,0.00751173708920188,0.021626768226333,0.0813417794414051,0.0624592010317775,0.0147960734932615,"2015-02","2015-Q1",751100,0,"2015-02"
2015-02-28,"11229","NY","New York","Kings","New York",41,557600,-0.00143266475644699,-0.00517395182872435,0.0105110547299746,0.0152346793873062,0.01795480436939,"2006-06","2006-Q2",581400,-0.0409356725146199,"2006-03"
2015-02-28,"85032","AZ","Phoenix","Maricopa","Phoenix",42,201000,0.00349475786320519,0.0187531677648251,0.0291858678955453,0.0502518784070078,0.00920564854747097,"2006-04","2006-Q2",263100,-0.236031927023945,"2005-05"
2015-02-28,"60619","IL","Chicago","Cook","Chicago",43,119600,-0.00911350455675228,-0.0393574297188755,-0.0648944487881157,-0.0210152927312967,-0.0182583201516997,"2007-08","2007-Q3",174300,-0.313826735513483,"2003-05"
2015-02-28,"30043","GA","Atlanta","Gwinnett","Lawrenceville",44,176700,0.0045480386583286,0.00569151963574274,0.0486646884272997,0.026155125571736,-0.00207017705183532,"2007-08","2007-Q3",195000,-0.0938461538461538,"2004-05"
2015-02-28,"11201","NY","New York","New York","New York",45,1031000,0.0103880831046648,0.0345173590206703,0.164708540442838,0.0966525725247605,,"2015-02","2015-Q1",1031000,0,"2015-02"
2015-02-28,"90034","CA","Los Angeles","Los Angeles","Los Angeles",46,865300,0.00534448704542814,0.0169232577271125,0.0549865886369178,0.0476265852962028,0.0200643081629004,"2015-02","2015-Q1",865300,0,"2015-02"
2015-02-28,"94110","CA","San Francisco","San Francisco","San Francisco",47,1155700,0.0141277641277641,0.0367811967345474,0.14869297286552,0.106839429876491,0.049174758316521,"2015-02","2015-Q1",1155700,0,"2015-02"
2015-02-28,"97701","OR","Bend","Deschutes","Bend",48,329400,0.00580152671755725,0.0213953488372093,0.085337726523888,0.0703261830298205,0.0247719402177464,"2006-09","2006-Q3",394000,-0.163959390862944,"2005-12"
2015-02-28,"11377","NY","New York","Queens","New York",49,591300,0.00681082921845735,0.0152815934065934,0.0493345164152618,0.0341533626664869,0.0283025152102643,"2015-02","2015-Q1",591300,0,"2015-02"
2015-02-28,"11234","NY","New York","Kings","New York",50,459200,0.00305810397553517,0.00393528640139921,0.00768049155145929,0.0105617682100161,0.0142788168473698,"2007-05","2007-Q2",504500,-0.0897918731417245,"2005-12"
2015-02-28,"07030","NJ","New York","Hudson","Hoboken",51,591700,0.00663490983327662,0.0226408572416177,0.115783518762964,0.0414319271675712,0.0357598803965828,"2015-02","2015-Q1",591700,0,"2015-02"
2015-02-28,"44107","OH","Cleveland","Cuyahoga","Lakewood",52,126200,0.000793021411578113,0.00238284352660842,0.0096,0.00384750067146178,-0.00759664289996842,"2005-04","2005-Q2",136900,-0.0781592403214025,"2003-01"
2015-02-28,"90650","CA","Los Angeles","Los Angeles","Norwalk",53,381500,0.00765979926043318,0.0170621167688616,0.0547414984794028,0.0596129755553936,-0.00337048141850105,"2006-08","2006-Q3",489600,-0.220792483660131,"2004-12"
2015-02-28,"44035","OH","Cleveland","Lorain","Elyria",54,84900,0.00117924528301887,0,-0.0162224797219003,-0.0197407020192794,-0.0270613598038704,"2006-07","2006-Q3",113300,-0.250661959399823,"1998-02"
2015-02-28,"90805","CA","Los Angeles","Los Angeles","Long Beach",55,350100,0.0071921749136939,0.0159605339524086,0.0583434099153567,0.0646097251012148,-0.00508208990292247,"2006-09","2006-Q3",465500,-0.247905477980666,"2004-12"
2015-02-28,"90044","CA","Los Angeles","Los Angeles","Los Angeles",56,307900,0.00785597381342062,0.0236037234042553,0.125365497076023,0.085602388649888,0.00226904942328399,"2007-03","2007-Q1",431000,-0.285614849187935,"2005-03"
2015-02-28,"33139","FL","Miami-Fort Lauderdale","Miami-Dade","Miami Beach",57,372000,0.00703844071467244,0.00922409115572436,0.0999408633944412,0.0938955741071457,0.0339919969320692,"2015-02","2015-Q1",372000,0,"2015-02"
2015-02-28,"28277","NC","Charlotte","Mecklenburg","Charlotte",58,289900,0.00415656390717007,0.0129280223619846,0.0725120236773955,0.0321304775311368,0.0241302909862267,"2015-02","2015-Q1",289900,0,"2015-02"
2015-02-28,"92683","CA","Los Angeles","Orange","Westminster",59,536900,0.0058074185088048,0.0174341481902596,0.058974358974359,0.0421783390302719,-0.000926533017322484,"2006-06","2006-Q2",636900,-0.15701051970482,"2005-01"
2015-02-28,"11207","NY","New York","Kings","New York",60,314600,0.00254939451880178,0.000317965023847377,0.0125523012552301,0.00667979773805993,0.0178828798682003,"2007-11","2007-Q4",380800,-0.173844537815126,"2005-11"
2015-02-28,"19143","PA","Philadelphia","Philadelphia","Philadelphia",61,66700,-0.0133136094674556,-0.0361271676300578,0.029320987654321,-0.0126952040924996,0.0156614586364028,"2009-03","2009-Q1",74000,-0.0986486486486487,"2007-04"
2015-02-28,"60617","IL","Chicago","Cook","Chicago",62,102800,-0.0124879923150817,-0.0274361400189215,-0.0821428571428571,-0.0455708732253701,-0.0274558306929776,"2007-03","2007-Q1",162200,-0.366214549938348,"2001-11"
2015-02-28,"33160","FL","Miami-Fort Lauderdale","Miami-Dade","Sunny Isles Beach",63,320700,0.00156152404747033,0.000311915159076731,0.0758134854075813,0.0978357722316359,0.00814909254656793,"2006-08","2006-Q3",402700,-0.203625527688105,"2005-06"
2015-02-28,"90026","CA","Los Angeles","Los Angeles","Los Angeles",64,678000,0.0157303370786517,0.0405156537753223,0.0346406226155959,0.0707562289429544,0.0279594685850844,"2015-02","2015-Q1",678000,0,"2015-02"
2015-02-28,"11355","NY","New York","Queens","New York",65,584400,0.000513610683102209,-0.00238989416182998,0.0294169455698432,0.0483079550129488,0.0358512789533458,"2014-11","2014-Q4",585800,-0.00238989416182998,"2014-10"
2015-02-28,"48197","MI","Ann Arbor","Washtenaw","Ypsilanti",66,172900,0.00640279394644936,0.0164609053497942,0.0826549780839073,0.0521393005072937,-0.0135137148018655,"2005-07","2005-Q3",199000,-0.131155778894472,"2001-03"
2015-02-28,"73099","OK","Oklahoma City","Canadian","Yukon",67,156700,0.00642260757867694,0.0148963730569948,0.0710868079289132,0.0455728366108543,0.0337851003722807,"2015-02","2015-Q1",156700,0,"2015-02"
2015-02-28,"33411","FL","Miami-Fort Lauderdale","Palm Beach","Royal Palm Beach",68,218100,0.00553250345781466,0.0234631628343501,0.146687697160883,0.0623267701094641,-0.0190297193602631,"2006-02","2006-Q1",331200,-0.341485507246377,"2004-05"
2015-02-28,"10314","NY","New York","Richmond","New York",69,397100,0.0030310684516292,0.0124936257011729,0.0346534653465347,0.00841800081901845,0.00652373775784532,"2006-11","2006-Q4",425700,-0.0671834625322997,"2005-08"
2015-02-28,"20002","DC","Washington","District of Columbia","Washington",70,525100,0.0137065637065637,0.0393903404592241,0.0820111271378529,0.0914616078665247,0.0438713929013639,"2015-02","2015-Q1",525100,0,"2015-02"
2015-02-28,"91910","CA","San Diego","San Diego","Chula Vista",71,408000,0.00641341884558461,0.0177101521576453,0.0212765957446809,0.0572274993432327,-0.0263714610946617,"2005-10","2005-Q4",541000,-0.245841035120148,"2004-02"
2015-02-28,"11215","NY","New York","Kings","New York",72,948500,0.00572579790054077,0.0140047038700021,0.0520186335403727,0.0978623188236199,0.0662495962423229,"2015-02","2015-Q1",948500,0,"2015-02"
2015-02-28,"85710","AZ","Tucson","Pima","Tucson",73,144100,0.00208623087621697,0.00839748075577327,0.0472383720930233,-0.00706496526816081,-0.0127321187917084,"2006-04","2006-Q2",204900,-0.296730112249878,"2004-08"
2015-02-28,"95630","CA","Sacramento","Sacramento","Folsom",74,430200,0.00396732788798133,0.0117591721542803,0.000465116279069767,0.036617333883366,-0.00874592752710202,"2005-12","2005-Q4",511800,-0.159437280187573,"2004-09"
2015-02-28,"94558","CA","Napa","Napa","Napa",75,509400,0.01131625967838,0.0272232304900181,0.0938372342709899,0.04254709410322,-0.0120062025770322,"2005-09","2005-Q3",614000,-0.170358306188925,"2004-06"
2015-02-28,"08701","NJ","New York","Ocean","Lakewood Township",76,256500,0.00312866640594447,0.00470035252643948,0.0768261964735516,0.0113720578509571,-0.0127096752489654,"2006-02","2006-Q1",319900,-0.198186933416693,"2004-05"
2015-02-28,"02169","MA","Boston","Norfolk","Quincy",77,335100,0.00660859116851907,0.0139183055975794,0.0342592592592593,0.0213566531979668,-0.00348349701725204,"2005-10","2005-Q4",351400,-0.0463858850313034,"2004-09"
2015-02-28,"23462","VA","Virginia Beach","Virginia Beach City","Virginia Beach",78,184500,0.0032626427406199,0.00544959128065395,0,-0.0124229762238596,0.0106221865888194,"2007-09","2007-Q3",212600,-0.132173095014111,"2005-08"
2015-02-28,"06010","CT","Hartford","Hartford","Bristol",79,169500,-0.00117855038302887,-0.00469759248385203,-0.035287421741605,-0.0287334730461558,-0.012335434634039,"2007-03","2007-Q1",219600,-0.228142076502732,"2004-02"
2015-02-28,"15601","PA","Pittsburgh","Westmoreland","Greensburg",80,132600,0.00226757369614512,0,-0.00150602409638554,0.0138286873409434,0.0134645298990088,"2014-07","2014-Q3",134700,-0.0155902004454343,"2013-12"
2015-02-28,"30281","GA","Atlanta","Henry","Stockbridge",81,124200,0.011400651465798,0.037593984962406,0.110912343470483,0.0127088588958011,-0.0141340712295042,"2006-12","2006-Q4",155200,-0.199742268041237,"2000-06"
2015-02-28,"85308","AZ","Phoenix","Maricopa","Glendale",82,238800,0.0058972198820556,0.0240137221269297,0.0580416482055826,0.0643845913653844,0.00280666254858275,"2006-01","2006-Q1",322000,-0.258385093167702,"2005-03"
2015-02-28,"11221","NY","New York","Kings","New York",83,799000,0.0139593908629442,0.0633484162895928,0.3000325414904,0.150373354687953,0.0801435625617639,"2015-02","2015-Q1",799000,0,"2015-02"
2015-02-28,"17603","PA","Lancaster","Lancaster","Lancaster Township",84,137400,0.0043859649122807,0.00881057268722467,0.00365230094959825,-0.00823507936600454,0.0135481202577994,"2007-09","2007-Q3",143700,-0.0438413361169102,"2006-08"
2015-02-28,"95608","CA","Sacramento","Sacramento","Carmichael",85,441900,0.00408997955010225,0.0238646895273401,0.0341680318277557,0.0355951751618233,-0.0172335047327664,"2005-12","2005-Q4",578600,-0.23625993778085,"2004-04"
2015-02-28,"32210","FL","Jacksonville","Duval","Jacksonville",86,88600,0.00567536889897843,0.00911161731207289,0.108886107634543,-0.0326571912012397,-0.0221113709612569,"2007-03","2007-Q1",146000,-0.393150684931507,"2003-02"
2015-02-28,"30024","GA","Atlanta","Gwinnett","Suwanee",87,278500,0.00468975468975469,0.00686912509038322,0.0387914957105558,0.0289200090639894,0.00724652709925189,"2007-05","2007-Q2",285700,-0.0252012600630032,"2006-05"
2015-02-28,"85225","AZ","Phoenix","Maricopa","Chandler",88,202000,0.0069790628115653,0.0212335692618807,0.0687830687830688,0.0640432038587495,0.0105361799087758,"2006-03","2006-Q1",261000,-0.226053639846743,"2005-05"
2015-02-28,"93722","CA","Fresno","Fresno","Fresno",89,193700,0.00518941359626362,0.0162644281217209,0.0943502824858757,0.0405329193066413,-0.0294179059665874,"2006-04","2006-Q2",310500,-0.376167471819646,"2004-03"
2015-02-28,"33024","FL","Miami-Fort Lauderdale","Broward","Pembroke Pines",90,185500,0.00596529284164859,0.0186710598572213,0.129032258064516,0.07518583546466,-0.0144204997042046,"2006-06","2006-Q2",283600,-0.345909732016925,"2004-08"
2015-02-28,"48180","MI","Detroit","Wayne","Taylor",91,72500,-0.00548696844993141,0,0.156299840510367,0.0321182836527116,-0.0509454951926246,"2005-09","2005-Q3",123300,-0.412003244120032,"1997-03"
2015-02-28,"11385","NY","New York","Queens","New York",92,496400,0.0040453074433657,0.00935339568930459,0.0800696257615318,0.0262875411289689,0.0213678518015725,"2015-02","2015-Q1",496400,0,"2015-02"
2015-02-28,"60610","IL","Chicago","Cook","Chicago",93,242600,-0.00817661488143908,-0.0217741935483871,-0.0807123910572186,-0.0171369146208388,-0.00256043775955783,"2008-03","2008-Q1",277200,-0.124819624819625,"2004-08"
2015-02-28,"11373","NY","New York","Queens","New York",94,454000,0.00486941124391324,0.00844069302532208,0.0600046696240953,0.0262150116715345,0.0323209188166267,"2015-02","2015-Q1",454000,0,"2015-02"
2015-02-28,"80013","CO","Denver","Arapahoe","Aurora",95,235600,0.015079707022835,0.0508474576271186,0.158308751229105,0.0653222513023957,0.0152046177271354,"2015-02","2015-Q1",235600,0,"2015-02"
2015-02-28,"90066","CA","Los Angeles","Los Angeles","Los Angeles",96,1023800,0.00906761285235561,0.0291515882589465,0.118662587412587,0.0695477020175901,0.0335412884843476,"2015-02","2015-Q1",1023800,0,"2015-02"
2015-02-28,"98052","WA","Seattle","King","Redmond",97,545700,0.00515748756677105,0.0169586284010436,0.0816650148662042,0.0490059130044933,0.0385874863391809,"2015-02","2015-Q1",545700,0,"2015-02"
2015-02-28,"20906","MD","Washington","Montgomery","Silver Spring",98,301400,0.00166168162180126,0.00199468085106383,0.0393103448275862,0.0274754943761251,-0.0116290217564123,"2006-05","2006-Q2",394800,-0.236575481256332,"2004-08"
2015-02-28,"89108","NV","Las Vegas","Clark","Las Vegas",99,137400,0.00291970802919708,0.0170244263508512,0.12346688470973,0.0912261212956149,-0.0426675506443947,"2006-07","2006-Q3",250400,-0.451277955271566,"2003-08"
2015-02-28,"14850","NY","Ithaca","Tompkins","Ithaca",100,233600,0.00907127429805616,0.0218722659667542,0.0574920778632866,0.0388147630084679,0.0332682272124352,"2015-02","2015-Q1",233600,0,"2015-02"
2015-02-28,"94533","CA","Vallejo","Solano","Fairfield",101,271000,0.00743494423791822,0.0276829730754645,0.16860715825787,0.102726101117751,-0.0307109922284848,"2006-04","2006-Q2",428800,-0.368003731343284,"2003-07"
2015-02-28,"44060","OH","Cleveland","Lake","Mentor",102,150200,0.00602813127930342,0.0203804347826087,0.0238582140422631,-0.00472586135824737,-0.0111959833178915,"2006-06","2006-Q2",172800,-0.130787037037037,"2002-01"
2015-02-28,"85364","AZ","Yuma","Yuma","Yuma",103,110100,0.00731930466605672,0.0308988764044944,0.0933465739821251,-0.0223917712358879,-0.00774330985022365,"2006-08","2006-Q3",172600,-0.362108922363847,"2004-12"
2015-02-28,"43081","OH","Columbus","Franklin","Westerville",104,168300,0.00899280575539568,0.0212378640776699,0.0376078914919852,0.0127107167294889,0.000775729600697606,"2006-06","2006-Q2",172200,-0.0226480836236934,"2005-07"
2015-02-28,"33009","FL","Miami-Fort Lauderdale","Broward","Hallandale",105,194200,0.00361757105943152,0.0104058272632674,0.0577342047930283,0.0786474396035717,-0.0160470516275989,"2006-05","2006-Q2",290400,-0.331267217630854,"2004-09"
2015-02-28,"60634","IL","Chicago","Cook","Chicago",106,220700,-0.00226039783001808,-0.0107575078440161,0.01099404489235,-0.00491095173453737,-0.0314513137871553,"2007-02","2007-Q1",341400,-0.353544229642648,"2001-12"
2015-02-28,"08753","NJ","New York","Ocean","Toms River",107,244800,-0.00163132137030995,-0.00609013398294762,-0.0204081632653061,-0.0258149914850195,-0.0194072634696629,"2006-05","2006-Q2",326200,-0.249540159411404,"2003-11"
2015-02-28,"95823","CA","Sacramento","Sacramento","Sacramento",108,190900,0.00526592943654555,0.0214018191546281,0.107951247823564,0.0954791385632208,-0.0418721024143395,"2005-12","2005-Q4",324400,-0.411528976572133,"2003-06"
2015-02-28,"91709","CA","Riverside","San Bernardino","Chino Hills",109,592600,0.00594126633848243,0.0169898747211258,0.0544483985765125,0.0555213249303945,0.0074147892670442,"2006-04","2006-Q2",640400,-0.0746408494690818,"2005-10"
2015-02-28,"92804","CA","Los Angeles","Orange","Anaheim",110,451300,0.00759098012949319,0.014613309352518,0.0256818181818182,0.0556765960213041,-0.0111600675186958,"2006-08","2006-Q3",596000,-0.242785234899329,"2004-07"
2015-02-28,"92677","CA","Los Angeles","Orange","Laguna Niguel",111,737600,0.00627557980900409,0.0158380388376257,0.00203776660779785,0.0350464726022726,-0.00344519688473965,"2006-03","2006-Q1",851200,-0.133458646616541,"2004-08"
2015-02-28,"27410","NC","Greensboro","Guilford","Greensboro",112,188500,0.00319318786588611,0.00748262960983431,0.0244565217391304,0.0100577679982372,0.0084428222975883,"2015-02","2015-Q1",188500,0,"2015-02"
2015-02-28,"90019","CA","Los Angeles","Los Angeles","Los Angeles",113,832300,0.0110544217687075,0.0309674222717701,0.0913978494623656,0.0737603688119222,0.0179867216585041,"2015-02","2015-Q1",832300,0,"2015-02"
2015-02-28,"60611","IL","Chicago","Cook","Chicago",114,287400,-0.00553633217993079,-0.0231135282121006,-0.14055023923445,-0.019661704004064,0.00094434354794326,"2009-05","2009-Q2",340900,-0.156937518333822,"2005-03"
2015-02-28,"92109","CA","San Diego","San Diego","San Diego",115,729300,0.00648633728953906,0.0175805776475513,-0.00477620087336245,0.0313810265156838,0.00150699968470946,"2005-11","2005-Q4",735900,-0.00896860986547085,"2005-10"
2015-02-28,"11236","NY","New York","Kings","New York",116,352000,0.000568504832291074,-0.0028328611898017,-0.0406105205778141,-0.00847345166019919,0.0077956756072326,"2007-11","2007-Q4",447500,-0.21340782122905,"2005-08"
2015-02-28,"91911","CA","San Diego","San Diego","Chula Vista",117,387100,0.0104411380840512,0.0355805243445693,0.0922686230248307,0.0771157639715661,-0.0213213785578028,"2006-04","2006-Q2",497200,-0.221440064360418,"2004-04"
2015-02-28,"37075","TN","Nashville","Sumner","Hendersonville",118,215300,0.00890346766635427,0.0228028503562945,0.0647873392680514,0.0289160513406492,0.0239046394379701,"2015-02","2015-Q1",215300,0,"2015-02"
2015-02-28,"60620","IL","Chicago","Cook","Chicago",119,113400,-0.0104712041884817,-0.031596925704526,-0.102137767220903,-0.0269527256818741,-0.0199377545827922,"2007-11","2007-Q4",164700,-0.311475409836066,"2003-04"
2015-02-28,"94536","CA","San Francisco","Alameda","Fremont",120,726300,0.0105746486712119,0.0318227020883648,0.0809644292305403,0.0698933555092347,0.0165255438625409,"2015-02","2015-Q1",726300,0,"2015-02"
2015-02-28,"43123","OH","Columbus","Franklin","Grove City",121,137000,0.00439882697947214,0.00957995578481946,0.0216256524981357,0.00639837963083534,-0.00816150534940852,"2005-02","2005-Q1",148700,-0.0786819098856759,"2002-12"
2015-02-28,"60628","IL","Chicago","Cook","Chicago",122,93700,-0.0126448893572181,-0.0350154479917611,-0.0902912621359223,-0.0453934215759393,-0.0251645162506587,"2008-02","2008-Q1",142200,-0.341068917018284,"2002-01"
2015-02-28,"44256","OH","Cleveland","Medina","Medina",123,188300,0.00426666666666667,0.00749063670411985,0.0323464912280702,0.0124542569103696,-0.00199596881084485,"2005-08","2005-Q3",193300,-0.0258665287118469,"2004-08"
2015-02-28,"60016","IL","Chicago","Cook","Des Plaines",124,179200,-0.0022271714922049,-0.00720221606648199,0.0199203187250996,-0.0259720421152236,-0.0323210122045499,"2006-05","2006-Q2",272300,-0.341902313624679,"2001-05"
