"RegionType","RegionName","City","State","Metro","CBSATitle","SizeRank","MarketHealthIndex","SellForGain","PrevForeclosed","ForeclosureRatio","ZHVI","MoM","YoY","ForecastYoYPctChange","StockOfREOs","NegativeEquity","Delinquency","DaysOnMarket"
"Zip","10579","Putnam Valley","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,5.53305311425296,,,3.6404,334300,1.24167171411266,6.02600697748176,,58.4,0.16158940397351,0.139344262295082,203
"Zip","10580","Rye","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,9.57202904088651,,,,1668600,-0.340440781222003,15.5140186915888,,13.8,0.0314389359129383,0.0384615384615385,188
"Zip","10583","Scarsdale","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,6.20557890714559,,,,902300,-0.83525662160677,-4.70004224757076,,16.2,0.0381788000948542,0.062111801242236,188
"Zip","10588","Shrub Oak","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,4.8118074130684,,,,333000,-0.804289544235925,2.61941448382126,,7.2,0.151898734177215,0.125,188
"Zip","10589","Heritage Hills","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,5.46045089797478,,,,368600,-0.027122321670735,-4.06038521603332,,20,0.0934139784946237,0.0863309352517986,188
"Zip","10590","Lewisboro","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,2.58024455483378,,,31.6456,574200,-2.16391208042256,-8.78474980142971,,17.8,0.0739575137686861,0.117021276595745,188
"Zip","10591","Tarrytown","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,6.80932365303783,,,,499300,-1.05033690051526,4.45606694560669,,7.9,0.109157064887811,0.0833333333333333,188
"Zip","10594","Thornwood","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,9.37046236148261,,,,582000,-0.563813429010764,10.2690413035241,,5.9,0.0387858347386172,0.0434782608695652,188
"Zip","10595","Valhalla","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,8.03114252961406,,,,494700,-1.06,2.16852540272615,,7.5,0.0695410292072323,0.04,188
"Zip","10598","Jefferson Valley-Yorktown","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,5.82155139472679,,,0.7438,347400,-0.686106346483705,-5.3147996729354,,18.3,0.107771097751058,0.119834710743802,188
"Zip","10601","White Plains","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,5.01432938479175,,,,301300,0,-12.3108265424913,,4.5,0.251851851851852,0.0441176470588235,188
"Zip","10603","Greenburgh","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,3.61769201375621,,,,390800,-0.178799489144317,-4.07461953853706,,15.2,0.140105078809107,0.170833333333333,188
"Zip","10604","White Plains","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,3.00248376003057,,,,587800,-0.608725059181603,1.55494125777471,,58.8,0.0714285714285714,0.196078431372549,188
"Zip","10605","White Plains","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,5.56171188383645,,,,620700,-0.41713460612867,0.371927554980595,,7,0.0487551867219917,0.212765957446808,188
"Zip","10606","White Plains","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,4.66278181123424,,,,431300,-0.162037037037037,1.03068634340595,,15.5,0.154013015184382,0.112676056338028,188
"Zip","10607","Greenburgh","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,3.41803591899121,,,,399700,-0.224663005491762,-10.2402874466652,,11.1,0.136546184738956,0.220588235294118,188
"Zip","10701","Yonkers","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,0.966755827283149,,,,360400,-0.68889501240011,4.25224182817472,,26.5,0.178861788617886,0.193181818181818,160
"Zip","10703","Yonkers","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,0.340084065724112,,,,307300,-0.259655955858487,-11.1336032388664,,29.9,0.166212534059946,0.213114754098361,160
"Zip","10704","Yonkers","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,1.05273213603363,,,,354300,-0.449564484405732,-0.393590104020242,,10.9,0.180761099365751,0.12280701754386,160
"Zip","10705","Yonkers","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,0.356324035154757,,,,391700,-0.985844287158746,-0.734921439432337,,21.8,0.202005730659026,0.205673758865248,160
"Zip","10706","Hastings on Hudson","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,5.16144440198701,,,,606300,-0.704225352112676,-5.92707525213344,,9.6,0.0577731092436975,0.109090909090909,188
"Zip","10707","Tuckahoe","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,7.6748184944593,,,,534300,-0.539836187639613,8.53138330286411,,18.4,0.106995884773663,0.0769230769230769,188
"Zip","10709","Eastchester","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,7.90217806648835,,,,607300,-0.131557309653018,3.81196581196581,,16.7,0.0778443113772455,0.0615384615384615,188
"Zip","10710","Yonkers","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,3.15246465418418,,,1.5743,386700,-0.0775193798449612,-6.20907106475867,,8.7,0.101836393989983,0.191256830601093,160
"Zip","10801","New Rochelle","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,5.46904852884983,,,2.6138,473400,-0.90014653548252,4.18133802816901,,22,0.121231558691469,0.211640211640212,188
"Zip","10803","Pelham Manor","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,6.13106610622851,,,,692200,-0.0866050808314088,-1.80167399631153,,8.4,0.0586053412462908,0.113924050632911,188
"Zip","10804","New Rochelle","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,6.40141383263279,,,,664800,-0.434326793470121,0.422960725075529,,9.1,0.0457256461232604,0.0978260869565217,188
"Zip","10805","New Rochelle","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,8.98452426442491,,,,496700,0.770947453844593,12.4518904233643,,19.9,0.112266112266112,0.166666666666667,188
"Zip","10901","Suffern","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,2.75888421857088,,,,394400,0.177800355600711,4.06332453825858,,25,0.266037735849057,0.113475177304965,200
"Zip","10913","Blauvelt","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,8.49732518150554,,,,475300,0.720491629582539,6.25978090766823,,17.4,0.0652777777777778,0.0851063829787234,200
"Zip","10916","Hamptonburgh","NY","Poughkeepsie, NY","Poughkeepsie-Newburgh-Middletown, NY",,3.31773022544899,,,5.7493,306600,0.55755985569039,7.31536576828842,,64.3,0.19015047879617,0.158273381294964,193
"Zip","10917","Woodbury","NY","Poughkeepsie, NY","Poughkeepsie-Newburgh-Middletown, NY",,1.17214367596485,,,,285500,0.528169014084507,1.09773371104816,,86.4,0.255230125523013,0.131147540983607,193
"Zip","10918","Town of Chester","NY","Poughkeepsie, NY","Poughkeepsie-Newburgh-Middletown, NY",,3.35498662590753,,,4.1895,249200,0.686868686868687,8.06591500433651,,76.6,0.306443163960189,0.116239316239316,193
"Zip","10920","Congers","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,3.39510890332442,,,,357700,-0.0558815311539536,-2.85171102661597,,4.3,0.134283570892723,0.122905027932961,200
"Zip","10921","Florida","NY","Poughkeepsie, NY","Poughkeepsie-Newburgh-Middletown, NY",,0.534008406572411,,,,219400,0.0455996352029184,3.14997649271274,,110.8,0.293413173652695,0.13265306122449,193
"Zip","10923","West Haverstraw","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,2.07680550248376,,,,292400,0.584795321637427,-2.9538665781613,,26.2,0.24203187250996,0.205761316872428,200
"Zip","10924","Town of Goshen","NY","Poughkeepsie, NY","Poughkeepsie-Newburgh-Middletown, NY",,3.86606801681314,,,1.7926,257500,0.664581704456607,-0.116369278510473,,52.6,0.202484472049689,0.125766871165644,193
"Zip","10925","Greenwood Lake","NY","Poughkeepsie, NY","Poughkeepsie-Newburgh-Middletown, NY",,2.92797095911349,,,,211800,0.905192949023344,7.56729304215338,,82.8,0.284172661870504,0.172995780590717,193
"Zip","10926","Harriman","NY","Poughkeepsie, NY","Poughkeepsie-Newburgh-Middletown, NY",,0.204432556362247,,,,169400,0.118203309692671,-4.56338028169014,,62.7,0.470692717584369,0.181132075471698,193
"Zip","10928","Highland Falls","NY","Poughkeepsie, NY","Poughkeepsie-Newburgh-Middletown, NY",,1.11004967520061,,,,224500,-0.399290150842946,15.3055983564458,,83.6,0.369047619047619,0.148387096774194,193
"Zip","10930","Woodbury","NY","Poughkeepsie, NY","Poughkeepsie-Newburgh-Middletown, NY",,1.10909438288116,,,3.9298,266000,-0.225056264066016,-0.299850074962519,,46.9,0.232961586121437,0.159574468085106,193
"Zip","10940","Middletown","NY","Poughkeepsie, NY","Poughkeepsie-Newburgh-Middletown, NY",,0.0554069545280856,,20.3509,7.062,160200,-0.24906600249066,0.438871473354232,,83.6,0.429450211457132,0.186660698299015,168
"Zip","10941","Scotchtown","NY","Poughkeepsie, NY","Poughkeepsie-Newburgh-Middletown, NY",,0.80722200993504,,,3.8394,214700,0.280242877160206,-0.555812876331635,,79.9,0.341536614645858,0.163444639718805,193
"Zip","10950","Town of Monroe","NY","Poughkeepsie, NY","Poughkeepsie-Newburgh-Middletown, NY",,2.56591517004203,67.7433,2.6852,2.0798,235100,0.0425531914893617,5.42600896860987,,85.8,0.29578278451762,0.145833333333333,213
"Zip","10954","Nanuet","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,3.82307986243791,,,2.9946,336900,0.297707651086633,-0.824256697085664,,19.4,0.176470588235294,0.135678391959799,200
"Zip","10956","New City","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,5.57317539166985,,,,430500,0.84328882642305,-1.19348175350011,,17.6,0.103815261044177,0.181818181818182,200
"Zip","10958","Wawayanda","NY","Poughkeepsie, NY","Poughkeepsie-Newburgh-Middletown, NY",,1.40045854031334,,,,224700,0.402144772117962,1.67420814479638,,56.2,0.281531531531532,0.12,193
"Zip","10960","Nyack","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,2.79136415743217,,,,414500,0.338900992495764,-2.42467043314501,,31.8,0.146938775510204,0.127777777777778,200
"Zip","10962","Orangeburg","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,7.62036683225067,,,,442100,0.477272727272727,1.60882555734314,,12,0.0682148040638607,0.0638297872340425,200
"Zip","10963","Mt Hope","NY","Poughkeepsie, NY","Poughkeepsie-Newburgh-Middletown, NY",,0.560756591517004,,,,204200,-0.390243902439024,4.82546201232033,,87.4,0.28125,0.148148148148148,193
"Zip","10964","Orangetown","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,7.9031333588078,,,,595600,0.472334682860999,7.23802664746129,,7.6,0.0833333333333333,0.117647058823529,200
"Zip","10965","Pearl River","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,7.36052732136034,,,1.4244,403700,0.422885572139304,-0.810810810810811,,18.5,0.0975369458128079,0.0656565656565657,200
"Zip","10968","Piermont","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,9.52330913259457,,,,614500,2.46790061697515,20.9407596929738,,22.2,0.0659340659340659,0.0833333333333333,200
"Zip","10970","Mount Ivy","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,2.27168513565151,,,,393300,0.79446437724244,1.91759523192537,,49.5,0.248520710059172,0.217687074829932,200
"Zip","10973","Wawayanda","NY","Poughkeepsie, NY","Poughkeepsie-Newburgh-Middletown, NY",,2.20099350401223,,,,247100,0.733795352629433,3.6493288590604,,72.4,0.229166666666667,0.196969696969697,193
"Zip","10974","Sloatsburg","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,2.50668704623615,,,,278400,0.723589001447178,4.62232243517475,,53,0.333333333333333,0.136986301369863,200
"Zip","10977","Spring Valley","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,1.71952617500955,76.7495,,1.1389,,,,,,0.367603983596954,0.209561752988048,174
"Zip","10980","Town of Stony Point","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,4.66469239587314,,,,306500,1.59098442161087,-0.873221216041397,,17.9,0.204496788008565,0.149214659685864,200
"Zip","10983","Tappan","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,6.77493312953764,,,,432000,0.793280447970135,1.43226109415356,,16.8,0.0908108108108108,0.119047619047619,200
"Zip","10984","Thiells","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,3.09228123805885,,,,328800,0.611995104039168,-3.06603773584906,,20.4,0.183510638297872,0.202898550724638,200
"Zip","10986","Town of Stony Point","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,1.19220481467329,,,,378500,0.424515786680817,-2.39814337287261,,49.1,0.211618257261411,0.254901960784314,200
"Zip","10987","Tuxedo","NY","Poughkeepsie, NY","Poughkeepsie-Newburgh-Middletown, NY",,4.00171952617501,,,,446700,0.472334682860999,7.53490611458835,,55.1,0.153992395437262,0.209876543209877,193
"Zip","10989","Valley Cottage","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,5.64386702330913,,,,343600,1.17785630153121,1.32704217045119,,24,0.19320987654321,0.0894568690095847,200
"Zip","10990","Town of Warwick","NY","Poughkeepsie, NY","Poughkeepsie-Newburgh-Middletown, NY",,2.7072984333206,,,4.3045,272500,0.294442399705558,1.56541185240403,,76.3,0.178013741411618,0.157894736842105,219
"Zip","10992","Washingtonville","NY","Poughkeepsie, NY","Poughkeepsie-Newburgh-Middletown, NY",,1.1425296140619,,,6.3776,242900,0.371900826446281,2.18763146823727,,66.8,0.275344180225282,0.147727272727273,193
"Zip","10993","West Haverstraw","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,1.78353076041269,,,,199600,1.52594099694812,1.16573745565129,,52.5,0.47098976109215,0.192028985507246,200
"Zip","10994","West Nyack","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,3.8517386320214,,,,418000,0.336053768602976,-6.65475658776239,,23.8,0.0801056338028169,0.142857142857143,200
"Zip","10998","Minisink","NY","Poughkeepsie, NY","Poughkeepsie-Newburgh-Middletown, NY",,2.29556744363775,,,,267800,-0.0373273609555804,6.69322709163347,,43,0.219924812030075,0.145299145299145,193
"Zip","11001","Floral Park","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,7.90599923576614,,,,511000,0.215728574230241,4.28571428571429,,13.3,0.0561391989494419,0.169590643274854,166
"Zip","11003","Elmont","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,5.07642338555598,,,1.5154,343100,0.468521229868228,5.56923076923077,,26.5,0.265238095238095,0.310592459605027,184
"Zip","11004","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,7.05578907145587,,,,580100,0.207289687338055,7.945664309639,,24.9,0.0849557522123894,0.0729166666666667,165
"Zip","11010","Franklin Square","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,6.37275506304929,,,,415000,0.314237370074934,6.19242579324463,,17,0.0899036746343204,0.194444444444444,164
"Zip","11020","Great Neck","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,8.13049293083684,,,,1049200,1.05952610287035,9.59991643163063,,21.5,0.03397341211226,0.173913043478261,164
"Zip","11021","Great Neck","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,7.00420328620558,,,,1060300,0.359678182678656,9.1068121012554,,19.2,0.0374376039933444,0.133333333333333,164
"Zip","11023","Great Neck","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,4.86243790599924,,,,1012200,-0.00987849451743554,4.54451559595125,,9.7,0.0374609781477627,0.222222222222222,164
"Zip","11024","Great Neck","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,5.05827283148643,,,2.8571,1681100,1.00336457582312,-2.37514518002323,,45.7,0.0256410256410256,0.166666666666667,164
"Zip","11030","Manhasset","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,8.81448223156286,,,,1363700,0.731274929827153,8.28172145466095,,23.2,0.0271408516612073,0.0862068965517241,164
"Zip","11040","North New Hyde Park","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,7.0968666411922,93.9286,,,547200,0.403669724770642,1.99440820130475,,11.5,0.0507303592577971,0.11284046692607,150
"Zip","11050","Port Washington","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,6.89529996178831,81.6381,,0.9952,799200,0.4903809883063,1.44706778370145,,12.1,0.0284001262227832,0.122222222222222,139
"Zip","11096","Inwood","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,5.7680550248376,,,,360000,0.755667506297229,9.12397696271597,,28.1,0.201970443349754,0.268292682926829,164
"Zip","11101","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,1.12915552158961,,,,807000,-1.89642596644785,-3.88280133396856,,100.7,0.120390455531453,0.0540540540540541,165
"Zip","11201","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,9.93312953763852,95.4501,,,1031000,1.03880831046648,16.4708540442838,,0,0.0998204667863555,0.00719424460431655,137
"Zip","11203","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,2.33760030569354,,,,387500,0.206878717351952,4.89983757444505,,42,0.16965584100824,0.362857142857143,165
"Zip","11204","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,6.9048528849828,100,,,713600,0.182507370489962,7.82713810818978,,37.9,0.0508620689655172,0.220338983050847,165
"Zip","11205","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,4.70481467329003,86.8452,,,756100,-1.21505095374967,28.0006771626883,,80.6,0.0969162995594714,0.113636363636364,165
"Zip","11207","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,3.04069545280856,88.3712,,,314600,0.254939451880178,1.25523012552301,,76.9,0.124133949191686,0.344186046511628,203
"Zip","11209","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,8.2852502865877,86.3863,,,836300,0.215698022768125,5.90097505381791,,17.3,0.0533826638477801,0.0099009900990099,155
"Zip","11210","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,5.05063049293084,,,,616400,0.276557670408329,8.36849507735584,,38.3,0.0834281380356466,0.313636363636364,165
"Zip","11211","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,9.53668322506687,95.4545,,,924000,0.620712185560274,16.504854368932,,47.2,0.070995670995671,0.024390243902439,165
"Zip","11212","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,2.57164692395873,,,3.5957,312200,0.353584056573449,3.03630363036304,,47.4,0.176949941792782,0.342105263157895,165
"Zip","11215","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,9.55961024073367,96.9894,,1.0739,948500,0.572579790054077,5.20186335403727,,21.3,0.0441449814126394,0.0210526315789474,128
"Zip","11217","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,9.86530378295759,97.3077,,,1019200,1.28192387955878,6.92404532102392,,23.3,0.0625651720542231,0,165
"Zip","11218","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,6.07948032097822,98.3333,,,747000,0.484261501210654,1.75725378013895,,17.7,0.0459476707083599,0.138888888888889,124.5
"Zip","11222","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,9.97134123041651,,,,858300,0.834116541353384,21.1774671749259,,0.1,0.0435540069686411,0,165
"Zip","11224","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,4.84619793656859,97.0833,,1.7934,435500,-0.366048959048273,-1.33665609424558,,42.1,0.0745891276864728,0.186440677966102,165
"Zip","11225","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,7.63947267863966,,,,952300,1.43800596506178,12.6315789473684,,45.9,0.0678175092478422,0.236363636363636,165
"Zip","11226","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,6.44058081773023,90.9091,,,642300,0.328022492970947,19.6535022354694,,65.4,0.0835051546391753,0.283950617283951,165
"Zip","11228","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,8.74474589224303,,,,756400,-0.0132187706543291,10.0378236834449,,19.8,0.0317164179104478,0.0294117647058824,165
"Zip","11229","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,2.76461597248758,92.4762,,,557600,-0.143266475644699,1.05110547299746,,54.6,0.0665137614678899,0.152709359605911,169
"Zip","11230","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,4.94363775315246,91.1111,,,826700,-0.0483617458590255,6.51977837907486,,76.5,0.0542857142857143,0.136842105263158,165
"Zip","11231","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,9.87676729079098,100,,,935800,0.851384847505119,10.1848581184505,,19.7,0.0586124401913876,0.0204081632653061,165
"Zip","11234","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,4.43828811616355,85.2849,,0.4702,459200,0.305810397553517,0.768049155145929,,36.9,0.101956745623069,0.271043771043771,156.5
"Zip","11235","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,4.48891860909438,93.7217,,,584800,-0.408719346049046,-0.594934557198708,,55.1,0.0991158678455095,0.145539906103286,225
"Zip","11236","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,0.726022162781811,68.2919,,,352000,0.0568504832291074,-4.06105205778141,,26.7,,,180.5
"Zip","11238","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,9.05903706534199,98.0555,,,829200,1.06032906764168,19.8612315698179,,25.7,0.0681481481481482,0.0869565217391304,126.5
"Zip","11249","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,8.68169659915934,95.7158,,,972200,-0.051403310373188,8.55292541313086,,2.3,,,165
"Zip","11354","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,7.8706534199465,92.5276,,,563200,-0.035498757543486,8.24524312896406,,33.8,0.098989898989899,0.0476190476190476,170.5
"Zip","11355","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,8.0722200993504,96.632,,,584400,0.0513610683102209,2.94169455698432,,19.2,0.0871501272264631,0.0218978102189781,155
"Zip","11356","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,6.65647688192587,,,,553800,0.417044424297371,9.94639666468136,,18.5,0.09875,0.278481012658228,165
"Zip","11357","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,8.88899503247994,91.9404,,,746300,0.44414535666218,5.06828100802478,,31.1,0.0378759747493502,0.0686274509803921,163
"Zip","11358","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,9.37523882307986,98.3333,,,715700,0.689364096792347,9.13388228118329,,36.3,0.0373406193078324,0.146341463414634,160
"Zip","11360","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,5.67634696217042,84.2028,,,661800,-0.105660377358491,0.136177939173854,,20.3,0.0492227979274611,0.0701754385964912,165
"Zip","11361","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,8.58998853649217,84.6044,,,693600,0.784655623365301,7.36842105263158,,27.6,0.0432242990654206,0.175675675675676,171
"Zip","11362","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,5.99923576614444,82.95,,,788700,0,4.02268530730678,,21,0.0524499654934438,0.0921052631578947,165
"Zip","11363","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,5.83683607183798,,,,879100,0.216598267213862,-2.00646527700368,,31.4,0.0415162454873646,0.0434782608695652,165
"Zip","11364","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,8.74379059992358,86.5861,,,730200,0.523127753303965,5.06474820143885,,15.8,0.0420667581161408,0.0543478260869565,165
"Zip","11365","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,8.2508597630875,92.9938,,,693200,0.726532984597501,9.44111146195137,,51.2,0.0325342465753425,0.105263157894737,165
"Zip","11366","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,8.20022927015667,,,,731000,0.771987868762062,8.13609467455621,,38.4,0.0396432111000991,0.075,165
"Zip","11367","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,6.71761559037065,77.8765,,,592700,0.645270843946341,7.80283739541651,,34.4,0.0707220573689417,0.125874125874126,165
"Zip","11368","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,7.78467711119603,80.2129,,,421700,0.668417283361184,10.9736842105263,,36.7,,,165
"Zip","11369","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,6.61539931218953,90.9091,,2.6162,526000,0.420007636502482,6.43464184540672,,35.3,0.122098890010091,0.363636363636364,165
"Zip","11370","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,5.80817730225449,,,,533400,0.451977401129944,3.71378572817422,,10.5,0.093491124260355,0.20253164556962,165
"Zip","11372","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,7.18761941153993,82.2165,,,466300,-1.99663724253888,8.87228578099463,,15.4,0.0896551724137931,0.11965811965812,188.5
"Zip","11373","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,7.81811234237677,89.423,,,454000,0.486941124391324,6.00046696240953,,19.1,0.0947611710323575,0.0975609756097561,165
"Zip","11374","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,9.00267481849446,91.7963,,,611600,0.658327847267939,9.37052932761087,,24.8,0.108886107634543,0.0574712643678161,165
"Zip","11375","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,8.77340466182652,91.149,,,779600,0.270096463022508,5.05322732785339,,16.4,0.0776815058261129,0.0423076923076923,167
"Zip","11377","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,8.22793274742071,100,,,591300,0.681082921845735,4.93345164152618,,17.7,0.0771704180064309,0.145833333333333,165
"Zip","11378","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,7.47993886129156,,,,552900,0.56384139687159,7.71478667445938,,18.1,0.0637300843486411,0.147058823529412,165
"Zip","11379","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,9.15265571264807,,,,593500,0.61027292761485,8.32268662164629,,29.5,0.0393107162089392,0.10958904109589,158
"Zip","11411","New York","NY","New York, NY","New York-Northern New Jersey-Long Island, NY-NJ-PA",,2.3118074130684,,,,390100,0.489438433797012,2.68491708344301,,37.7,0.198459447213412,0.30365296803653,165
