UNITID,XLINE_10,LINE_10,XLINE_45,LINE_45,XLINE_50,LINE_50,XLINE_55,LINE_55,XLINE_11,LINE_11,XLINE_30,LINE_30,XLINE_51,LINE_51,XLINE_52,LINE_52 
447218,"R",596,"R",0,"R",596,"R",382,"R",431,"R",0,"R",0,"R",165
447227,"R",668,"R",0,"R",668,"R",288,"R",344,"R",0,"R",0,"R",324
447245,"R",576,"R",0,"R",576,"R",279,"R",348,"R",0,"R",0,"R",228
447254,"R",17,"R",0,"R",17,"R",0,"R",10,"R",0,"R",0,"R",7
447315,"R",45,"R",0,"R",45,"R",11,"R",25,"R",0,"R",0,"R",20
447324,"R",86,"R",0,"R",86,"R",24,"R",39,"R",0,"R",0,"R",47
447342,"R",62,"R",0,"R",62,"R",17,"R",30,"R",0,"R",1,"R",31
447430,"R",17,"R",0,"R",17,"R",15,"R",15,"R",0,"R",0,"R",2
447449,"R",55,"R",0,"R",55,"R",37,"R",38,"R",0,"R",0,"R",17
447467,"R",146,"R",0,"R",146,"R",62,"R",92,"R",0,"R",0,"R",54
447494,"R",304,"R",1,"R",303,"R",142,"R",176,"R",1,"R",0,"R",126
447519,"R",300,"R",1,"R",299,"R",165,"R",196,"R",0,"R",0,"R",103
447528,"R",98,"R",0,"R",98,"R",72,"R",72,"R",0,"R",0,"R",26
447591,"R",176,"R",1,"R",175,"R",101,"R",122,"R",0,"R",0,"R",53
447704,"R",62,"Z",0,"R",62,"Z",0,"R",54,"Z",0,"Z",0,"R",8
447722,"R",85,"Z",0,"R",85,"R",56,"R",68,"R",0,"R",6,"R",11
447731,"R",68,"R",0,"R",68,"R",2,"R",52,"Z",0,"R",1,"R",15
447795,"R",36,"R",0,"R",36,"R",34,"R",35,"R",0,"R",0,"R",1
447810,"R",127,"R",0,"R",127,"R",69,"R",101,"R",0,"R",0,"R",26
447856,"R",384,"R",0,"R",384,"R",296,"R",296,"R",0,"R",0,"R",88
447865,"R",27,"R",0,"R",27,"R",0,"R",21,"R",0,"R",0,"R",6
447874,"R",225,"R",0,"R",225,"R",215,"R",215,"R",0,"R",0,"R",10
447883,"R",155,"R",0,"R",155,"R",16,"R",64,"R",0,"Z",0,"R",91
447892,"R",103,"R",0,"R",103,"R",12,"R",61,"R",0,"R",12,"R",30
447908,"R",21,"R",0,"R",21,"R",6,"R",15,"R",0,"R",0,"R",6
447917,"R",31,"R",0,"R",31,"R",15,"R",20,"R",0,"R",0,"R",11
447962,"R",91,"R",0,"R",91,"R",47,"R",58,"R",0,"R",0,"R",33
447971,"R",92,"R",2,"R",90,"R",38,"R",83,"R",7,"R",0,"R",0
447980,"R",62,"R",0,"R",62,"R",34,"R",58,"R",0,"R",0,"R",4
448008,"R",19,"R",0,"R",19,"R",15,"R",15,"R",0,"R",0,"R",4
448017,"R",17,"R",0,"R",17,"R",16,"R",16,"Z",0,"Z",0,"R",1
448035,"R",19,"R",0,"R",19,"R",3,"R",9,"R",0,"R",0,"R",10
448044,"R",18,"R",0,"R",18,"R",3,"R",13,"R",0,"R",0,"R",5
448053,"R",54,"R",0,"R",54,"R",8,"R",46,"R",0,"R",0,"R",8
448071,"R",102,"R",0,"R",102,"R",14,"R",81,"R",0,"R",0,"R",21
448123,"R",130,"Z",0,"R",130,"Z",0,"R",120,"Z",0,"Z",0,"R",10
448141,"R",25,"R",0,"R",25,"R",7,"R",13,"R",3,"R",2,"R",7
448150,"R",109,"R",0,"R",109,"R",0,"R",61,"R",0,"R",1,"R",47
448196,"R",279,"R",0,"R",279,"R",197,"R",228,"R",0,"R",17,"R",34
448202,"R",35,"R",0,"R",35,"R",2,"R",11,"R",0,"R",3,"R",21
448211,"R",35,"R",0,"R",35,"R",28,"R",28,"R",0,"R",0,"R",7
448257,"R",41,"R",0,"R",41,"R",24,"R",31,"R",0,"R",0,"R",10
448266,"R",10,"R",0,"R",10,"R",0,"R",10,"R",0,"R",0,"R",0
448275,"R",55,"R",0,"R",55,"R",47,"R",47,"R",0,"R",0,"R",8
448406,"R",231,"R",0,"R",231,"R",203,"R",218,"R",0,"R",0,"R",13
448424,"R",33,"R",0,"R",33,"R",6,"R",22,"R",0,"R",0,"R",11
448619,"R",64,"R",0,"R",64,"R",31,"R",37,"R",0,"R",0,"R",27
448646,"R",189,"R",0,"R",189,"R",77,"R",114,"R",0,"R",0,"R",75
448707,"R",203,"R",0,"R",203,"R",144,"R",144,"R",0,"R",59,"R",0
448716,"R",333,"R",0,"R",333,"R",226,"R",226,"R",0,"R",62,"R",45
448895,"R",447,"Z",0,"R",447,"R",145,"R",253,"Z",0,"Z",0,"R",194
448974,"R",373,"R",1,"R",372,"R",172,"R",203,"R",0,"R",0,"R",169
448983,"R",261,"R",1,"R",260,"R",136,"R",150,"R",0,"R",0,"R",110
449135,"R",156,"R",0,"R",156,"R",121,"R",132,"R",2,"R",0,"R",22
449144,"R",226,"R",0,"R",226,"R",152,"R",163,"R",0,"R",6,"R",57
449153,"R",185,"R",0,"R",185,"R",120,"R",129,"R",0,"R",3,"R",53
449162,"R",96,"R",1,"R",95,"R",10,"R",33,"R",0,"R",0,"R",62
449171,"R",67,"R",1,"R",66,"R",15,"R",40,"R",0,"R",1,"R",25
449180,"R",93,"R",0,"R",93,"R",8,"R",25,"R",0,"R",0,"R",68
449199,"R",72,"R",0,"R",72,"R",9,"R",24,"R",0,"R",0,"R",48
449205,"R",57,"R",0,"R",57,"R",12,"R",24,"R",0,"R",0,"R",33
449214,"R",64,"R",0,"R",64,"R",15,"R",33,"R",0,"R",0,"R",31
449223,"R",134,"R",0,"R",134,"R",20,"R",39,"R",0,"R",4,"R",91
449232,"R",116,"R",0,"R",116,"R",20,"R",40,"R",0,"R",0,"R",76
449241,"R",31,"R",0,"R",31,"R",5,"R",17,"R",0,"R",0,"R",14
449269,"R",683,"R",0,"R",683,"R",345,"R",458,"R",0,"R",0,"R",225
449311,"R",350,"R",0,"R",350,"R",151,"R",192,"R",0,"R",0,"R",158
449320,"R",572,"R",0,"R",572,"R",84,"R",394,"Z",0,"R",0,"R",178
449357,"R",34,"R",0,"R",34,"R",10,"R",10,"R",0,"R",19,"R",5
449366,"R",390,"R",0,"R",390,"R",298,"R",339,"R",0,"R",0,"R",51
449375,"R",40,"R",1,"R",39,"R",22,"R",32,"R",0,"R",0,"R",7
449393,"R",42,"R",0,"R",42,"R",31,"R",34,"R",0,"R",0,"R",8
449436,"R",151,"R",0,"R",151,"R",100,"R",133,"R",0,"R",0,"R",18
449445,"R",96,"R",0,"R",96,"R",65,"R",94,"R",0,"R",2,"R",0
449463,"R",55,"R",3,"R",52,"R",15,"R",41,"R",4,"R",0,"R",7
449472,"R",23,"R",0,"R",23,"R",20,"R",20,"R",0,"R",0,"R",3
449490,"R",166,"R",0,"R",166,"R",51,"R",133,"R",0,"R",0,"R",33
449533,"R",124,"R",0,"R",124,"R",83,"R",91,"R",0,"Z",0,"R",33
449597,"R",16,"R",0,"R",16,"R",1,"R",1,"R",0,"R",0,"R",15
449603,"R",32,"R",0,"R",32,"R",12,"R",22,"R",0,"R",0,"R",10
449667,"R",35,"R",0,"R",35,"R",27,"R",28,"R",0,"R",0,"R",7
449685,"R",32,"R",0,"R",32,"R",24,"R",26,"R",0,"R",0,"R",6
449700,"R",172,"R",0,"R",172,"R",95,"R",114,"R",0,"R",0,"R",58
449719,"R",116,"R",0,"R",116,"R",62,"R",89,"R",0,"R",27,"R",0
449746,"R",36,"R",0,"R",36,"R",0,"R",33,"R",0,"R",0,"R",3
449773,"R",196,"Z",0,"R",196,"R",108,"R",151,"R",2,"R",0,"R",43
449782,"R",12,"R",0,"R",12,"R",5,"R",8,"Z",0,"Z",0,"R",4
449791,"R",209,"R",0,"R",209,"R",166,"R",181,"R",0,"R",0,"R",28
449807,"R",92,"R",0,"R",92,"R",78,"R",78,"R",0,"R",0,"R",14
449816,"R",71,"R",0,"R",71,"R",45,"R",45,"R",0,"R",3,"R",23
449904,"R",285,"Z",0,"R",285,"R",71,"R",105,"Z",0,"Z",0,"R",180
449959,"R",97,"R",0,"R",97,"R",0,"R",75,"R",0,"R",1,"R",21
449968,"R",165,"R",0,"R",165,"R",1,"R",120,"R",1,"R",11,"R",33
449977,"R",135,"R",0,"R",135,"R",1,"R",105,"R",1,"R",0,"R",29
449986,"R",145,"R",0,"R",145,"R",0,"R",104,"R",0,"R",2,"R",39
449995,"R",102,"R",1,"R",101,"R",1,"R",83,"R",0,"R",0,"R",18
450021,"R",314,"R",0,"R",314,"R",300,"R",300,"R",0,"R",0,"R",14
450119,"R",217,"R",0,"R",217,"R",198,"R",207,"R",0,"R",0,"R",10
450182,"R",350,"R",0,"R",350,"R",100,"R",245,"R",0,"R",1,"R",104
450580,"R",47,"R",0,"R",47,"R",0,"R",24,"R",0,"R",1,"R",22
450599,"R",86,"R",0,"R",86,"R",1,"R",31,"R",0,"R",3,"R",52
450605,"R",57,"R",0,"R",57,"R",1,"R",32,"R",0,"R",0,"R",25
450614,"R",57,"R",0,"R",57,"R",1,"R",34,"R",0,"R",1,"R",22
450623,"R",30,"R",0,"R",30,"R",0,"R",16,"R",0,"R",1,"R",13
450641,"R",22,"R",0,"R",22,"R",0,"R",11,"R",0,"R",0,"R",11
450669,"R",159,"R",0,"R",159,"R",138,"R",138,"R",0,"R",0,"R",21
450678,"R",142,"R",0,"R",142,"R",112,"R",112,"R",0,"R",0,"R",30
450757,"R",54,"R",0,"R",54,"R",0,"R",34,"R",0,"R",1,"R",19
450809,"R",66,"R",0,"R",66,"R",5,"R",17,"R",0,"R",1,"R",48
450818,"R",101,"R",0,"R",101,"R",11,"R",33,"R",0,"R",0,"R",68
450827,"R",97,"R",0,"R",97,"R",26,"R",52,"R",0,"R",0,"R",45
450845,"R",38,"R",0,"R",38,"R",11,"R",16,"R",0,"R",0,"R",22
450854,"R",63,"R",0,"R",63,"R",12,"R",32,"R",0,"R",0,"R",31
450863,"R",69,"R",0,"R",69,"R",7,"R",16,"R",0,"R",0,"R",53
450872,"R",62,"R",0,"R",62,"R",14,"R",29,"R",0,"R",0,"R",33
450881,"R",41,"R",0,"R",41,"R",11,"R",16,"R",0,"R",0,"R",25
450951,"R",69,"R",0,"R",69,"R",25,"R",54,"R",0,"R",0,"R",15
450960,"R",352,"R",0,"R",352,"R",102,"R",250,"R",0,"R",0,"R",102
450988,"R",91,"R",0,"R",91,"R",3,"R",81,"R",0,"R",1,"R",9
451006,"R",83,"R",0,"R",83,"R",75,"R",83,"R",0,"R",0,"R",0
451015,"R",171,"R",0,"R",171,"R",2,"R",100,"R",0,"R",0,"R",71
451042,"R",20,"Z",0,"R",20,"R",10,"R",18,"Z",0,"Z",0,"R",2
451051,"R",6,"R",0,"R",6,"R",5,"R",5,"R",0,"R",0,"R",1
451097,"R",174,"R",0,"R",174,"R",38,"R",142,"R",0,"Z",0,"R",32
451121,"R",76,"R",0,"R",76,"R",12,"R",48,"R",0,"R",3,"R",25
451149,"R",506,"R",0,"R",506,"R",166,"R",327,"R",2,"R",0,"R",177
451158,"R",170,"R",0,"R",170,"R",54,"R",93,"R",1,"R",0,"R",76
451167,"R",45,"R",0,"R",45,"R",8,"R",23,"R",0,"R",0,"R",22
451194,"R",6,"R",0,"R",6,"R",6,"R",6,"R",0,"R",0,"R",0
451219,"R",34,"R",0,"R",34,"R",30,"R",31,"R",0,"R",0,"R",3
451228,"R",22,"R",0,"R",22,"R",10,"R",15,"R",0,"R",0,"R",7
451237,"R",40,"R",0,"R",40,"R",32,"R",32,"R",1,"R",0,"R",7
451255,"R",18,"R",0,"R",18,"R",0,"R",16,"Z",0,"R",0,"R",2
451264,"R",104,"R",0,"R",104,"R",74,"R",90,"R",0,"R",0,"R",14
451282,"R",120,"R",0,"R",120,"R",0,"R",36,"R",1,"R",1,"R",82
451307,"R",23,"R",0,"R",23,"R",0,"R",14,"R",0,"R",1,"R",8
451316,"R",72,"R",0,"R",72,"R",53,"R",57,"R",2,"Z",0,"R",13
451334,"R",55,"R",0,"R",55,"R",13,"R",36,"R",0,"R",0,"R",19
451352,"R",299,"Z",0,"R",299,"R",278,"R",286,"Z",0,"Z",0,"R",13
451361,"R",16,"R",0,"R",16,"R",13,"R",16,"R",0,"R",0,"R",0
451440,"R",384,"Z",0,"R",384,"R",259,"R",271,"R",0,"R",0,"R",113
451459,"R",159,"R",1,"R",158,"R",142,"R",142,"R",0,"R",0,"R",16
451468,"R",66,"R",0,"R",66,"R",3,"R",52,"R",0,"R",9,"R",5
451477,"R",190,"R",0,"R",190,"R",97,"R",133,"R",0,"R",0,"R",57
451495,"R",22,"Z",0,"R",22,"R",16,"R",19,"Z",0,"R",3,"R",0
451501,"R",56,"R",1,"R",55,"R",27,"R",27,"R",0,"R",0,"R",28
451529,"R",44,"R",0,"R",44,"R",2,"R",19,"R",0,"R",0,"R",25
451538,"R",89,"Z",0,"R",89,"R",5,"R",82,"R",0,"R",2,"R",5
451547,"R",42,"R",0,"R",42,"R",38,"R",38,"R",4,"Z",0,"R",0
451565,"R",95,"R",0,"R",95,"R",3,"R",56,"R",0,"R",2,"R",37
451574,"R",27,"R",0,"R",27,"R",18,"R",18,"R",0,"R",0,"R",9
451583,"R",12,"R",0,"R",12,"R",4,"R",5,"R",0,"R",5,"R",2
451592,"R",13,"R",0,"R",13,"R",12,"R",12,"Z",0,"Z",0,"R",1
451617,"R",19,"R",0,"R",19,"R",6,"R",6,"R",0,"R",0,"R",13
451626,"R",87,"R",0,"R",87,"R",75,"R",78,"R",0,"R",0,"R",9
451635,"R",23,"Z",0,"R",23,"Z",0,"R",16,"Z",0,"Z",0,"R",7
451644,"R",14,"R",0,"R",14,"R",10,"R",10,"R",3,"R",1,"R",0
451714,"R",163,"R",0,"R",163,"R",25,"R",109,"R",0,"R",0,"R",54
451802,"R",23,"Z",0,"R",23,"R",3,"R",8,"R",0,"R",0,"R",15
451811,"R",23,"R",0,"R",23,"R",9,"R",14,"Z",0,"R",0,"R",9
451918,"R",58,"R",0,"R",58,"Z",0,"R",29,"R",0,"R",2,"R",27
452036,"R",527,"Z",0,"R",527,"R",308,"R",350,"Z",0,"R",5,"R",172
452045,"R",343,"Z",0,"R",343,"R",200,"R",214,"Z",0,"R",5,"R",124
452072,"R",64,"R",0,"R",64,"R",33,"R",50,"R",0,"R",0,"R",14
452841,"R",222,"R",0,"R",222,"R",52,"R",58,"R",0,"R",134,"R",30
453075,"R",25,"R",0,"R",25,"R",15,"R",16,"R",0,"R",0,"R",9
453297,"R",11,"R",0,"R",11,"R",7,"R",9,"R",0,"R",0,"R",2
453552,"R",290,"R",1,"R",289,"R",141,"R",180,"R",1,"R",0,"R",108
453570,"R",26,"R",0,"R",26,"R",0,"R",22,"R",0,"R",0,"R",4
453756,"R",48,"R",0,"R",48,"R",46,"R",46,"R",0,"R",0,"R",2
454078,"R",37,"R",0,"R",37,"R",25,"R",25,"Z",0,"Z",0,"R",12
454324,"R",69,"R",0,"R",69,"R",10,"R",24,"R",0,"R",2,"R",43
454333,"R",47,"R",1,"R",46,"R",11,"R",19,"R",0,"R",0,"R",27
454342,"R",91,"R",0,"R",91,"R",11,"R",27,"R",0,"R",0,"R",64
454351,"R",139,"R",1,"R",138,"R",4,"R",39,"R",0,"R",0,"R",99
454360,"R",109,"R",0,"R",109,"R",22,"R",43,"R",0,"R",1,"R",65
454379,"R",112,"R",0,"R",112,"R",14,"R",47,"R",0,"R",0,"R",65
454388,"R",85,"R",0,"R",85,"R",9,"R",30,"R",0,"R",0,"R",55
454397,"R",67,"R",0,"R",67,"R",13,"R",33,"R",0,"R",0,"R",34
454467,"R",73,"R",0,"R",73,"R",7,"R",18,"R",0,"R",0,"R",55
454476,"R",48,"R",0,"R",48,"R",9,"R",24,"R",0,"R",0,"R",24
454485,"R",33,"R",0,"R",33,"R",7,"R",8,"R",0,"R",0,"R",25
454494,"R",75,"R",0,"R",75,"R",13,"R",26,"R",0,"R",0,"R",49
454500,"R",75,"R",0,"R",75,"R",13,"R",30,"R",0,"R",0,"R",45
454519,"R",103,"R",1,"R",102,"R",10,"R",30,"R",0,"R",0,"R",72
454528,"R",52,"R",0,"R",52,"R",11,"R",25,"R",0,"R",0,"R",27
454546,"R",166,"Z",0,"R",166,"R",59,"R",94,"Z",0,"Z",0,"R",72
454573,"R",259,"Z",0,"R",259,"R",54,"R",113,"Z",0,"Z",0,"R",146
454607,"R",137,"R",0,"R",137,"R",38,"R",99,"R",0,"R",0,"R",38
454652,"R",59,"R",0,"R",59,"R",0,"R",32,"R",0,"R",0,"R",27
454704,"R",64,"R",0,"R",64,"R",48,"R",48,"R",0,"R",0,"R",16
454722,"R",35,"Z",0,"R",35,"R",6,"R",18,"Z",0,"Z",0,"R",17
454731,"R",223,"R",0,"R",223,"R",9,"R",211,"Z",0,"R",3,"R",9
454759,"R",8,"R",0,"R",8,"R",0,"R",4,"R",0,"R",1,"R",3
454768,"R",75,"R",0,"R",75,"R",0,"R",44,"R",0,"R",3,"R",28
454777,"R",78,"R",0,"R",78,"R",1,"R",58,"R",3,"R",0,"R",17
454786,"R",114,"R",0,"R",114,"R",34,"R",49,"R",0,"R",2,"R",63
454795,"R",9,"R",0,"R",9,"R",2,"R",7,"R",0,"Z",0,"R",2
454801,"R",128,"R",0,"R",128,"R",108,"R",110,"R",0,"R",0,"R",18
454810,"R",43,"R",0,"R",43,"R",38,"R",38,"R",0,"R",0,"R",5
454874,"R",56,"R",0,"R",56,"R",13,"R",43,"R",0,"R",0,"R",13
454892,"R",17,"R",0,"R",17,"R",0,"R",15,"R",0,"R",2,"R",0
454917,"R",85,"R",0,"R",85,"R",6,"R",70,"R",0,"R",0,"R",15
454926,"R",138,"R",0,"R",138,"R",23,"R",115,"R",0,"R",2,"R",21
454953,"R",4,"R",0,"R",4,"R",4,"R",4,"R",0,"R",0,"R",0
454962,"R",3,"R",0,"R",3,"R",3,"R",3,"R",0,"R",0,"R",0
454971,"R",107,"R",0,"R",107,"R",5,"R",82,"R",0,"R",3,"R",22
454980,"R",47,"R",0,"R",47,"R",6,"R",36,"R",0,"R",0,"R",11
454999,"R",71,"R",0,"R",71,"R",0,"R",46,"R",0,"R",1,"R",24
455008,"R",125,"R",0,"R",125,"R",6,"R",85,"R",0,"R",0,"R",40
455017,"R",11,"R",0,"R",11,"R",7,"R",7,"R",1,"R",0,"R",3
455035,"R",15,"Z",0,"R",15,"R",10,"R",10,"Z",0,"Z",0,"R",5
455053,"R",49,"R",0,"R",49,"R",11,"R",17,"R",1,"R",0,"R",31
455062,"R",8,"R",0,"R",8,"R",2,"R",5,"R",1,"R",0,"R",2
455080,"R",103,"R",0,"R",103,"R",11,"R",59,"R",0,"R",0,"R",44
455105,"R",53,"R",1,"R",52,"R",0,"R",37,"R",1,"R",0,"R",14
455141,"R",132,"R",0,"R",132,"R",45,"R",102,"R",0,"R",0,"R",30
455187,"R",124,"R",0,"R",124,"R",90,"R",98,"R",0,"Z",0,"R",26
455220,"R",75,"R",2,"R",73,"R",23,"R",36,"R",1,"R",17,"R",19
455239,"R",22,"R",0,"R",22,"R",8,"R",12,"R",0,"R",0,"R",10
455248,"R",1,"R",0,"R",1,"R",1,"R",1,"R",0,"R",0,"R",0
455275,"R",77,"R",0,"R",77,"R",12,"R",50,"R",0,"R",0,"R",27
455284,"R",130,"R",0,"R",130,"R",1,"R",66,"R",0,"R",0,"R",64
455293,"R",13,"R",0,"R",13,"R",9,"R",11,"R",0,"R",0,"R",2
455327,"R",41,"R",0,"R",41,"R",2,"R",9,"R",6,"R",24,"R",2
455336,"R",95,"R",0,"R",95,"R",73,"R",82,"R",0,"R",0,"R",13
455345,"R",34,"R",0,"R",34,"R",28,"R",30,"R",4,"R",0,"R",0
455354,"R",81,"R",0,"R",81,"Z",0,"R",61,"Z",0,"Z",0,"R",20
455372,"R",5,"R",0,"R",5,"R",5,"R",5,"R",0,"R",0,"R",0
455381,"R",7,"R",0,"R",7,"R",7,"R",7,"R",0,"R",0,"R",0
455460,"R",276,"Z",0,"R",276,"R",10,"R",156,"Z",0,"Z",0,"R",120
455497,"R",133,"Z",0,"R",133,"R",8,"R",78,"Z",0,"Z",0,"R",55
455549,"R",6,"R",0,"R",6,"R",1,"R",2,"R",0,"R",0,"R",4
455558,"R",41,"R",0,"R",41,"R",16,"R",19,"R",0,"R",0,"R",22
455725,"R",157,"R",0,"R",157,"R",101,"R",101,"R",7,"R",0,"R",49
455734,"R",174,"R",0,"R",174,"R",90,"R",140,"R",0,"R",0,"R",34
455752,"R",43,"R",1,"R",42,"R",25,"R",39,"R",0,"R",0,"R",3
455761,"R",79,"R",0,"R",79,"R",0,"R",76,"R",2,"R",1,"R",0
455798,"R",29,"R",0,"R",29,"R",4,"R",24,"R",1,"R",0,"R",4
455831,"R",267,"R",0,"R",267,"R",246,"R",246,"R",0,"R",0,"R",21
455840,"R",62,"Z",0,"R",62,"R",15,"R",34,"R",0,"R",12,"R",16
455877,"R",49,"R",0,"R",49,"R",7,"R",42,"R",0,"Z",0,"R",7
455886,"R",108,"R",1,"R",107,"R",2,"R",75,"R",0,"R",0,"R",32
455895,"R",114,"R",0,"R",114,"R",1,"R",62,"R",0,"R",0,"R",52
455901,"R",150,"R",0,"R",150,"R",143,"R",143,"R",7,"R",0,"R",0
455910,"R",11,"R",0,"R",11,"R",9,"R",9,"R",0,"R",0,"R",2
455929,"R",28,"R",0,"R",28,"R",17,"R",21,"R",0,"R",0,"R",7
455938,"R",3,"R",0,"R",3,"R",3,"R",3,"R",0,"R",0,"R",0
455947,"R",120,"R",0,"R",120,"R",93,"R",93,"R",0,"R",0,"R",27
455956,"R",64,"R",2,"R",62,"R",50,"R",53,"R",9,"R",0,"R",0
455965,"R",121,"R",0,"R",121,"R",10,"R",97,"R",2,"R",0,"R",22
455974,"R",27,"R",0,"R",27,"R",23,"R",23,"R",0,"R",0,"R",4
456001,"R",21,"R",1,"R",20,"R",19,"R",19,"R",0,"R",0,"R",1
456029,"R",81,"R",0,"R",81,"R",6,"R",46,"R",1,"R",4,"R",30
456065,"R",76,"R",0,"R",76,"R",0,"R",41,"R",1,"R",2,"R",32
456074,"R",95,"R",0,"R",95,"R",0,"R",50,"R",0,"R",1,"R",44
456092,"R",40,"R",0,"R",40,"R",2,"R",19,"R",1,"R",0,"R",20
456117,"R",13,"R",0,"R",13,"R",0,"R",5,"R",0,"R",0,"R",8
456126,"R",49,"R",0,"R",49,"R",1,"R",37,"R",0,"R",0,"R",12
456135,"R",40,"R",0,"R",40,"R",0,"R",25,"R",0,"R",0,"R",15
456144,"R",79,"R",1,"R",78,"R",54,"R",54,"R",0,"R",0,"R",24
456153,"R",94,"R",0,"R",94,"R",78,"R",78,"R",0,"R",0,"R",16
456214,"R",358,"R",1,"R",357,"R",193,"R",260,"R",4,"R",0,"R",93
456302,"R",313,"Z",0,"R",313,"R",159,"R",189,"Z",0,"R",1,"R",123
456339,"R",483,"R",0,"R",483,"R",32,"R",320,"Z",0,"Z",0,"R",163
456506,"R",131,"R",0,"R",131,"R",32,"R",74,"R",0,"R",0,"R",57
456515,"R",138,"R",0,"R",138,"R",49,"R",104,"R",0,"R",0,"R",34
456560,"R",26,"Z",0,"R",26,"Z",0,"R",15,"Z",0,"Z",0,"R",11
456588,"R",26,"R",0,"R",26,"R",5,"R",22,"R",0,"R",0,"R",4
456597,"R",94,"R",0,"R",94,"R",10,"R",61,"R",0,"R",1,"R",32
456719,"R",115,"R",0,"R",115,"R",16,"R",37,"R",0,"R",1,"R",77
456728,"R",42,"R",1,"R",41,"R",4,"R",12,"R",0,"R",0,"R",29
456737,"R",109,"R",0,"R",109,"R",23,"R",40,"R",0,"R",5,"R",64
456746,"R",67,"R",0,"R",67,"R",11,"R",33,"R",0,"R",0,"R",34
456755,"R",36,"R",0,"R",36,"R",10,"R",19,"R",0,"R",0,"R",17
456764,"R",110,"R",0,"R",110,"R",19,"R",48,"R",0,"R",0,"R",62
456773,"R",48,"R",0,"R",48,"R",6,"R",15,"R",0,"R",1,"R",32
456825,"R",51,"R",0,"R",51,"R",7,"R",44,"R",1,"R",0,"R",6
456861,"R",739,"R",0,"R",739,"R",121,"R",516,"R",0,"R",5,"R",218
456922,"R",602,"R",1,"R",601,"R",364,"R",425,"R",0,"R",1,"R",175
456931,"R",691,"R",3,"R",688,"R",311,"R",333,"R",0,"R",4,"R",351
456968,"R",27,"R",0,"R",27,"R",3,"R",15,"R",0,"R",0,"R",12
457031,"R",23,"R",0,"R",23,"R",1,"R",22,"R",0,"R",0,"R",1
457077,"R",388,"Z",0,"R",388,"R",123,"R",194,"Z",0,"Z",0,"R",194
457086,"R",36,"R",0,"R",36,"R",16,"R",28,"R",0,"R",0,"R",8
457174,"R",403,"R",1,"R",402,"R",169,"R",249,"R",0,"R",0,"R",153
457192,"R",8,"R",0,"R",8,"R",0,"R",7,"R",0,"R",1,"R",0
457208,"R",104,"R",0,"R",104,"R",87,"R",87,"R",0,"R",0,"R",17
457217,"R",31,"Z",0,"R",31,"R",8,"R",10,"Z",0,"Z",0,"R",21
457244,"R",132,"R",0,"R",132,"R",120,"R",121,"R",0,"R",0,"R",11
457253,"R",11,"Z",0,"R",11,"R",2,"R",7,"Z",0,"Z",0,"R",4
457280,"R",114,"R",0,"R",114,"R",19,"R",44,"R",0,"R",0,"R",70
457314,"R",10,"R",0,"R",10,"R",6,"R",7,"R",0,"R",0,"R",3
457323,"R",153,"R",0,"R",153,"R",44,"R",114,"R",0,"R",3,"R",36
457332,"R",10,"R",0,"R",10,"R",0,"R",8,"R",0,"R",1,"R",1
457341,"R",58,"R",0,"R",58,"R",0,"R",46,"R",0,"R",0,"R",12
457396,"R",30,"R",0,"R",30,"R",10,"R",16,"R",0,"R",9,"R",5
457420,"R",38,"R",0,"R",38,"R",30,"R",34,"R",0,"R",0,"R",4
457439,"R",38,"Z",0,"R",38,"R",35,"R",36,"Z",0,"Z",0,"R",2
457448,"R",166,"R",0,"R",166,"R",3,"R",102,"R",0,"R",0,"R",64
457457,"R",5,"R",0,"R",5,"R",0,"R",5,"R",0,"R",0,"R",0
457466,"R",39,"R",0,"R",39,"R",30,"R",30,"R",0,"R",0,"R",9
457475,"R",79,"R",0,"R",79,"R",55,"R",63,"R",0,"R",0,"R",16
457545,"R",128,"R",0,"R",128,"R",0,"R",84,"R",0,"R",0,"R",44
457554,"R",27,"R",0,"R",27,"R",8,"R",21,"R",0,"R",0,"R",6
457563,"R",71,"Z",0,"R",71,"R",6,"R",58,"Z",0,"R",0,"R",13
457572,"R",63,"R",0,"R",63,"R",32,"R",47,"R",0,"R",0,"R",16
457581,"R",90,"R",0,"R",90,"R",3,"R",66,"R",1,"R",0,"R",23
457606,"R",104,"Z",0,"R",104,"R",37,"R",37,"Z",0,"Z",0,"R",67
457624,"R",25,"R",0,"R",25,"R",22,"R",22,"R",3,"R",0,"R",0
457633,"R",53,"R",0,"R",53,"R",8,"R",45,"Z",0,"Z",0,"R",8
457642,"R",30,"R",0,"R",30,"R",10,"R",24,"R",0,"R",0,"R",6
457651,"R",29,"R",0,"R",29,"R",23,"R",24,"R",0,"R",0,"R",5
457703,"R",52,"R",0,"R",52,"R",1,"R",21,"R",3,"R",0,"R",28
457730,"R",350,"R",0,"R",350,"R",280,"R",295,"R",0,"R",50,"R",5
457758,"R",11,"R",0,"R",11,"R",0,"R",0,"R",0,"R",0,"R",11
457767,"R",128,"R",0,"R",128,"R",17,"R",20,"R",2,"R",80,"R",26
457776,"R",62,"R",0,"R",62,"R",8,"R",54,"R",0,"R",0,"R",8
457794,"R",86,"R",0,"R",86,"R",75,"R",75,"R",0,"R",0,"R",11
457828,"R",232,"R",0,"R",232,"R",221,"R",221,"R",0,"R",0,"R",11
