UNITID,XLINE_10,LINE_10,XLINE_45,LINE_45,XLINE_50,LINE_50,XLINE_55,LINE_55,XLINE_11,LINE_11,XLINE_30,LINE_30,XLINE_51,LINE_51,XLINE_52,LINE_52 
457837,"R",30,"R",0,"R",30,"R",21,"R",25,"R",0,"R",0,"R",5
457855,"R",55,"R",0,"R",55,"R",0,"R",40,"R",0,"R",0,"R",15
457864,"R",107,"R",0,"R",107,"R",94,"R",95,"R",0,"R",0,"R",12
457952,"R",102,"R",0,"R",102,"R",17,"R",85,"R",0,"R",0,"R",17
457961,"R",40,"R",0,"R",40,"R",19,"R",28,"R",0,"R",0,"R",12
457989,"R",32,"R",0,"R",32,"R",20,"R",20,"R",0,"R",0,"R",12
457998,"R",21,"R",0,"R",21,"R",14,"R",16,"R",0,"R",0,"R",5
458007,"R",67,"R",4,"R",63,"R",9,"R",10,"R",7,"R",17,"R",29
458016,"R",66,"R",0,"R",66,"R",13,"R",53,"R",0,"R",0,"R",13
458025,"R",16,"R",0,"R",16,"R",13,"R",15,"R",1,"R",0,"R",0
458034,"R",59,"R",0,"R",59,"R",51,"R",54,"R",0,"R",1,"R",4
458043,"R",108,"R",0,"R",108,"R",21,"R",75,"R",0,"R",0,"R",33
458052,"R",22,"R",0,"R",22,"R",18,"R",22,"R",0,"R",0,"R",0
458061,"R",24,"R",0,"R",24,"R",19,"R",19,"R",0,"R",5,"R",0
458070,"R",80,"R",0,"R",80,"R",11,"R",49,"R",0,"R",0,"R",31
458098,"R",73,"R",0,"R",73,"R",19,"R",33,"R",0,"R",0,"R",40
458104,"R",11,"R",0,"R",11,"R",5,"R",6,"R",0,"R",0,"R",5
458122,"R",11,"R",0,"R",11,"R",7,"R",7,"R",0,"R",0,"R",4
458131,"R",264,"R",0,"R",264,"R",207,"R",207,"R",0,"R",13,"R",44
458177,"R",50,"R",0,"R",50,"R",12,"R",24,"R",0,"R",0,"R",26
458195,"R",59,"R",0,"R",59,"R",43,"R",43,"R",0,"R",0,"R",16
458265,"R",374,"R",0,"R",374,"R",6,"R",278,"R",1,"R",0,"R",95
458274,"R",156,"R",1,"R",155,"R",0,"R",111,"R",0,"R",1,"R",43
458292,"R",54,"R",0,"R",54,"R",11,"R",23,"R",0,"R",0,"R",31
458308,"R",26,"R",0,"R",26,"R",2,"R",7,"R",0,"R",0,"R",19
458317,"R",71,"R",0,"R",71,"R",11,"R",36,"R",0,"R",1,"R",34
458326,"R",47,"R",0,"R",47,"R",9,"R",20,"R",0,"R",0,"R",27
458335,"R",92,"R",0,"R",92,"R",18,"R",33,"R",0,"R",0,"R",59
458344,"R",75,"R",0,"R",75,"R",17,"R",30,"R",0,"R",0,"R",45
458353,"R",52,"R",0,"R",52,"R",10,"R",26,"R",0,"R",0,"R",26
458362,"R",81,"R",1,"R",80,"R",13,"R",46,"R",0,"R",0,"R",34
458380,"R",34,"R",0,"R",34,"R",15,"R",18,"R",0,"R",0,"R",16
458399,"R",4,"R",3,"R",1,"R",1,"R",1,"R",0,"R",0,"R",0
458414,"R",2023,"R",0,"R",2023,"R",140,"R",763,"R",0,"R",0,"R",1260
458627,"R",349,"Z",0,"R",349,"R",55,"R",126,"Z",0,"R",23,"R",200
458803,"R",85,"R",0,"R",85,"R",1,"R",42,"R",0,"R",0,"R",43
458812,"R",52,"R",0,"R",52,"R",2,"R",32,"R",0,"R",1,"R",19
458821,"R",58,"R",0,"R",58,"R",0,"R",25,"R",0,"R",0,"R",33
458830,"R",157,"R",0,"R",157,"R",3,"R",91,"R",0,"R",0,"R",66
458849,"R",52,"R",0,"R",52,"R",2,"R",42,"R",0,"R",0,"R",10
458858,"R",92,"R",0,"R",92,"R",6,"R",41,"R",0,"R",0,"R",51
458867,"R",94,"R",0,"R",94,"R",7,"R",63,"R",0,"R",0,"R",31
459000,"R",69,"R",0,"R",69,"R",0,"R",28,"R",0,"R",0,"R",41
459019,"R",56,"R",0,"R",56,"R",0,"R",19,"R",0,"R",0,"R",37
459028,"R",35,"R",0,"R",35,"R",0,"R",15,"R",0,"R",0,"R",20
459037,"R",53,"R",0,"R",53,"R",0,"R",27,"R",0,"R",1,"R",25
459046,"R",53,"R",0,"R",53,"R",0,"R",24,"R",0,"R",1,"R",28
459055,"R",46,"R",0,"R",46,"R",0,"R",33,"R",0,"R",0,"R",13
459064,"R",78,"R",0,"R",78,"R",0,"R",42,"R",0,"R",0,"R",36
459073,"R",50,"R",0,"R",50,"R",1,"R",22,"R",0,"R",0,"R",28
459116,"R",126,"R",0,"R",126,"R",0,"R",81,"R",0,"R",2,"R",43
459125,"R",37,"R",0,"R",37,"R",18,"R",24,"R",0,"R",11,"R",2
459134,"R",18,"R",0,"R",18,"R",5,"R",13,"R",0,"R",0,"R",5
459152,"R",46,"R",0,"R",46,"R",23,"R",32,"R",0,"R",0,"R",14
459161,"R",6,"Z",0,"R",6,"R",6,"R",6,"R",0,"R",0,"R",0
459170,"R",79,"R",0,"R",79,"R",62,"R",70,"R",5,"R",0,"R",4
459189,"R",56,"R",0,"R",56,"R",6,"R",38,"R",0,"R",0,"R",18
459198,"R",131,"R",0,"R",131,"R",0,"R",98,"R",0,"R",0,"R",33
459231,"R",253,"R",0,"R",253,"R",138,"R",173,"R",7,"R",0,"R",73
459295,"R",58,"R",0,"R",58,"R",36,"R",50,"R",2,"R",0,"R",6
459301,"R",86,"R",0,"R",86,"R",4,"R",60,"R",1,"R",0,"R",25
459310,"R",10,"Z",0,"R",10,"R",9,"R",9,"Z",0,"Z",0,"R",1
459338,"R",36,"R",0,"R",36,"Z",0,"R",31,"Z",0,"Z",0,"R",5
459347,"R",43,"R",0,"R",43,"R",30,"R",32,"R",1,"R",0,"R",10
459365,"R",13,"R",0,"R",13,"R",1,"R",6,"Z",0,"R",0,"R",7
459374,"R",55,"R",0,"R",55,"R",51,"R",53,"R",0,"R",0,"R",2
459392,"R",1,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0
459408,"R",40,"R",0,"R",40,"R",37,"R",37,"R",0,"R",0,"R",3
459426,"R",52,"R",0,"R",52,"R",31,"R",47,"Z",0,"R",0,"R",5
459444,"R",5,"R",0,"R",5,"R",2,"R",2,"R",0,"R",0,"R",3
459453,"R",61,"R",0,"R",61,"R",1,"R",40,"R",0,"R",1,"R",20
459462,"R",211,"R",0,"R",211,"R",129,"R",129,"R",0,"R",0,"R",82
459471,"R",5,"R",0,"R",5,"R",0,"R",2,"R",0,"R",0,"R",3
459499,"R",22,"Z",0,"R",22,"R",22,"R",22,"R",0,"R",0,"R",0
459514,"R",36,"R",1,"R",35,"R",30,"R",30,"R",0,"R",5,"R",0
459523,"R",68,"R",0,"R",68,"R",44,"R",63,"Z",0,"R",0,"R",5
459532,"R",62,"R",0,"R",62,"R",32,"R",40,"R",0,"R",0,"R",22
459541,"R",30,"R",0,"R",30,"R",1,"R",19,"R",2,"Z",0,"R",9
459569,"R",20,"R",0,"R",20,"R",5,"R",11,"R",4,"R",0,"R",5
459967,"R",333,"R",2,"R",331,"R",30,"R",145,"R",0,"R",0,"R",186
459985,"R",378,"R",1,"R",377,"R",45,"R",158,"R",0,"R",0,"R",219
460002,"R",8,"R",5,"R",3,"R",1,"R",2,"R",0,"R",1,"R",0
460011,"R",66,"R",0,"R",66,"R",15,"R",43,"R",0,"R",0,"R",23
460057,"R",20,"R",0,"R",20,"R",12,"R",12,"R",0,"Z",0,"R",8
460066,"R",85,"Z",0,"R",85,"R",16,"R",70,"R",1,"Z",0,"R",14
460093,"R",238,"R",0,"R",238,"R",107,"R",177,"R",0,"R",0,"R",61
460109,"R",192,"R",0,"R",192,"R",61,"R",116,"R",0,"R",0,"R",76
460118,"R",260,"R",0,"R",260,"R",84,"R",167,"R",0,"R",0,"R",93
460127,"R",83,"R",0,"R",83,"R",32,"R",60,"R",0,"R",0,"R",23
460145,"R",78,"R",0,"R",78,"R",57,"R",62,"R",0,"R",0,"R",16
460172,"R",90,"R",0,"R",90,"R",63,"R",65,"R",0,"R",1,"R",24
460367,"R",453,"R",1,"R",452,"R",348,"R",370,"R",0,"R",0,"R",82
460446,"R",113,"Z",0,"R",113,"Z",0,"R",68,"Z",0,"Z",0,"R",45
460482,"R",39,"R",0,"R",39,"R",9,"R",11,"R",0,"R",0,"R",28
460516,"R",153,"Z",0,"R",153,"R",39,"R",69,"Z",0,"Z",0,"R",84
460525,"R",183,"Z",0,"R",183,"R",58,"R",114,"Z",0,"Z",0,"R",69
460534,"R",222,"Z",0,"R",222,"R",21,"R",117,"Z",0,"Z",0,"R",105
460543,"R",525,"R",1,"R",524,"R",114,"R",284,"R",1,"R",4,"R",235
460552,"R",14,"R",0,"R",14,"R",14,"R",14,"R",0,"R",0,"R",0
460561,"R",17,"R",0,"R",17,"R",9,"R",9,"R",0,"R",0,"R",8
460570,"R",136,"R",0,"R",136,"R",73,"R",77,"R",0,"R",0,"R",59
460589,"R",259,"R",0,"R",259,"R",112,"R",134,"R",0,"R",0,"R",125
460598,"R",546,"R",0,"R",546,"R",219,"R",244,"R",1,"R",0,"R",301
460631,"R",36,"R",0,"R",36,"R",6,"R",26,"R",0,"R",0,"R",10
460640,"R",17,"R",0,"R",17,"R",7,"R",12,"R",2,"R",0,"R",3
460659,"R",74,"R",0,"R",74,"R",40,"R",62,"R",0,"R",0,"R",12
460701,"R",42,"R",0,"R",42,"R",3,"R",19,"R",0,"R",0,"R",23
460765,"R",25,"R",0,"R",25,"R",2,"R",21,"Z",0,"R",2,"R",2
460808,"R",23,"R",0,"R",23,"R",22,"R",22,"R",0,"R",0,"R",1
460905,"R",25,"R",0,"R",25,"R",15,"R",15,"R",0,"R",0,"R",10
460914,"R",138,"R",0,"R",138,"R",36,"R",102,"R",0,"R",0,"R",36
460950,"R",7,"R",0,"R",7,"R",4,"R",5,"R",0,"R",0,"R",2
460969,"R",152,"R",0,"R",152,"R",145,"R",145,"R",0,"R",0,"R",7
460987,"R",45,"R",0,"R",45,"R",0,"R",38,"R",0,"R",0,"R",7
460996,"R",33,"Z",0,"R",33,"Z",0,"R",24,"Z",0,"Z",0,"R",9
461227,"R",12,"R",0,"R",12,"R",8,"R",8,"R",3,"R",1,"R",0
461245,"R",93,"R",0,"R",93,"R",30,"R",63,"R",0,"R",0,"R",30
461254,"R",7,"R",0,"R",7,"R",7,"R",7,"R",0,"R",0,"R",0
461290,"R",4,"R",0,"R",4,"R",2,"R",3,"R",0,"R",0,"R",1
461342,"R",17,"R",0,"R",17,"R",17,"R",17,"R",0,"R",0,"R",0
461351,"R",72,"R",0,"R",72,"R",47,"R",67,"R",0,"R",0,"R",5
461421,"R",86,"Z",0,"R",86,"Z",0,"R",71,"Z",0,"Z",0,"R",15
461449,"R",65,"R",0,"R",65,"R",44,"R",58,"R",0,"R",0,"R",7
461476,"R",15,"Z",0,"R",15,"R",3,"R",12,"Z",0,"Z",0,"R",3
461500,"R",5,"R",0,"R",5,"R",1,"R",5,"R",0,"R",0,"R",0
461555,"R",10,"R",0,"R",10,"R",0,"R",0,"R",0,"R",0,"R",10
461573,"R",162,"R",0,"R",162,"R",126,"R",136,"R",0,"R",0,"R",26
461582,"R",51,"R",0,"R",51,"R",30,"R",46,"R",0,"R",0,"R",5
461625,"R",10,"R",0,"R",10,"R",0,"R",10,"R",0,"R",0,"R",0
461670,"R",39,"R",0,"R",39,"R",4,"R",4,"Z",0,"Z",0,"R",35
461704,"R",45,"R",0,"R",45,"R",33,"R",33,"R",0,"R",0,"R",12
461713,"R",1,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0
461801,"R",8,"R",1,"R",7,"R",0,"R",6,"Z",0,"R",1,"R",0
461810,"R",66,"R",0,"R",66,"R",15,"R",60,"R",3,"R",1,"R",2
461838,"R",93,"R",0,"R",93,"R",79,"R",79,"R",0,"R",14,"R",0
461892,"R",50,"R",0,"R",50,"R",41,"R",41,"R",0,"R",0,"R",9
461917,"R",120,"R",1,"R",119,"R",0,"R",81,"R",0,"R",0,"R",38
461935,"R",6,"R",0,"R",6,"R",3,"R",6,"R",0,"R",0,"R",0
461944,"R",43,"R",0,"R",43,"R",12,"R",35,"R",0,"R",3,"R",5
461962,"R",127,"R",0,"R",127,"R",90,"R",111,"R",0,"R",0,"R",16
462017,"R",52,"R",0,"R",52,"R",4,"R",27,"R",0,"R",0,"R",25
462026,"R",20,"R",0,"R",20,"R",15,"R",15,"R",5,"R",0,"R",0
462053,"R",34,"R",0,"R",34,"R",34,"R",34,"R",0,"R",0,"R",0
462309,"R",69,"R",0,"R",69,"R",62,"R",62,"R",0,"R",0,"R",7
462318,"R",113,"R",0,"R",113,"R",79,"R",83,"R",0,"R",0,"R",30
462327,"R",50,"R",0,"R",50,"R",36,"R",39,"R",0,"R",0,"R",11
462336,"R",7,"R",0,"R",7,"R",1,"R",7,"R",0,"R",0,"R",0
462345,"R",57,"R",0,"R",57,"R",35,"R",42,"R",0,"R",0,"R",15
467340,"R",193,"Z",0,"R",193,"Z",0,"R",125,"Z",0,"Z",0,"R",68
467508,"R",62,"R",0,"R",62,"R",11,"R",26,"R",0,"R",0,"R",36
467517,"R",81,"R",0,"R",81,"R",17,"R",33,"R",0,"R",0,"R",48
467526,"R",116,"R",0,"R",116,"R",17,"R",54,"R",0,"R",0,"R",62
467535,"R",113,"R",1,"R",112,"R",9,"R",56,"R",0,"R",0,"R",56
467544,"R",37,"R",0,"R",37,"R",15,"R",20,"R",0,"R",0,"R",17
467553,"R",101,"R",0,"R",101,"R",15,"R",35,"R",0,"R",1,"R",65
467562,"R",55,"R",0,"R",55,"R",16,"R",26,"R",0,"R",0,"R",29
467571,"R",86,"R",0,"R",86,"R",8,"R",24,"R",0,"R",0,"R",62
467580,"R",29,"R",0,"R",29,"R",7,"R",16,"R",0,"R",0,"R",13
467599,"R",65,"R",0,"R",65,"R",16,"R",39,"R",0,"R",0,"R",26
467605,"R",71,"R",0,"R",71,"R",19,"R",35,"R",0,"R",0,"R",36
467614,"R",78,"R",0,"R",78,"R",6,"R",28,"R",0,"R",0,"R",50
467623,"R",93,"R",0,"R",93,"R",19,"R",43,"R",0,"R",0,"R",50
467632,"R",75,"R",0,"R",75,"R",7,"R",24,"R",0,"R",0,"R",51
467641,"R",135,"R",0,"R",135,"R",21,"R",56,"R",0,"R",0,"R",79
467650,"R",101,"R",0,"R",101,"R",8,"R",24,"R",0,"R",0,"R",77
467669,"R",72,"R",0,"R",72,"R",8,"R",27,"R",0,"R",0,"R",45
467678,"R",52,"R",0,"R",52,"R",15,"R",23,"R",0,"R",0,"R",29
467863,"R",37,"R",0,"R",37,"R",0,"R",28,"R",0,"R",0,"R",9
467872,"R",57,"R",0,"R",57,"R",0,"R",42,"R",0,"R",0,"R",15
468732,"R",128,"R",0,"R",128,"R",24,"R",92,"R",0,"R",2,"R",34
468769,"R",116,"R",0,"R",116,"R",49,"R",101,"R",3,"R",0,"R",12
468893,"R",55,"R",0,"R",55,"R",12,"R",51,"R",0,"R",4,"R",0
468963,"R",228,"R",0,"R",228,"Z",0,"R",181,"R",0,"Z",0,"R",47
469124,"R",141,"R",0,"R",141,"R",51,"R",68,"R",5,"Z",0,"R",68
469133,"R",567,"R",0,"R",567,"R",186,"R",403,"R",6,"R",16,"R",142
469142,"R",306,"R",0,"R",306,"R",158,"R",235,"R",6,"R",0,"R",65
469151,"R",82,"R",0,"R",82,"R",33,"R",68,"R",4,"R",0,"R",10
469160,"R",214,"R",0,"R",214,"R",67,"R",179,"R",8,"Z",0,"R",27
469586,"R",135,"R",0,"R",135,"R",60,"R",77,"R",5,"R",0,"R",53
469610,"R",624,"R",0,"R",624,"R",137,"R",334,"R",0,"R",267,"R",23
469911,"R",254,"R",0,"R",254,"R",99,"R",146,"R",0,"R",0,"R",108
469920,"R",209,"R",0,"R",209,"R",77,"R",113,"R",0,"R",0,"R",96
469957,"R",38,"R",0,"R",38,"R",6,"R",32,"R",0,"R",0,"R",6
470393,"R",30,"R",0,"R",30,"R",2,"R",24,"R",0,"R",0,"R",6
474915,"R",142,"R",1,"R",141,"R",91,"R",96,"R",0,"R",0,"R",45
475255,"R",21,"R",0,"R",21,"R",14,"R",18,"R",0,"R",0,"R",3
475389,"R",26,"R",0,"R",26,"R",17,"R",23,"R",0,"R",0,"R",3
475404,"R",31,"R",0,"R",31,"R",10,"R",28,"R",0,"R",0,"R",3
475440,"R",8,"R",0,"R",8,"R",8,"R",8,"R",0,"R",0,"R",0
475468,"R",58,"R",0,"R",58,"R",2,"R",49,"R",0,"R",0,"R",9
475547,"R",20,"R",0,"R",20,"R",0,"R",17,"R",0,"R",0,"R",3
475556,"R",25,"R",0,"R",25,"R",0,"R",20,"R",0,"R",0,"R",5
475574,"R",6,"R",0,"R",6,"R",5,"R",5,"R",0,"R",0,"R",1
475626,"R",2,"R",0,"R",2,"Z",0,"R",1,"R",0,"R",0,"R",1
475644,"R",7,"R",0,"R",7,"R",5,"R",5,"R",0,"R",0,"R",2
475662,"R",7,"R",0,"R",7,"R",0,"R",7,"R",0,"R",0,"R",0
475680,"R",47,"Z",0,"R",47,"R",29,"R",38,"R",0,"R",0,"R",9
475705,"R",2,"R",0,"R",2,"R",2,"R",2,"R",0,"R",0,"R",0
476090,"R",21,"R",1,"R",20,"R",2,"R",10,"R",0,"R",0,"R",10
476106,"R",20,"R",0,"R",20,"R",7,"R",10,"R",0,"R",0,"R",10
476115,"R",10,"R",0,"R",10,"R",4,"R",5,"R",0,"R",0,"R",5
476124,"R",7,"R",0,"R",7,"R",0,"R",4,"R",0,"R",0,"R",3
476133,"R",42,"R",0,"R",42,"R",11,"R",25,"R",0,"R",0,"R",17
476470,"R",118,"R",0,"R",118,"R",75,"R",85,"R",0,"R",0,"R",33
476489,"R",39,"R",1,"R",38,"R",3,"R",33,"R",2,"R",0,"R",3
476504,"R",98,"R",0,"R",98,"Z",0,"R",78,"R",12,"R",0,"R",8
476513,"R",80,"R",0,"R",80,"R",48,"R",60,"R",6,"R",9,"R",5
476522,"R",24,"R",0,"R",24,"R",5,"R",18,"R",0,"R",0,"R",6
476531,"R",57,"R",0,"R",57,"R",37,"R",40,"R",0,"R",0,"R",17
476577,"R",17,"R",0,"R",17,"R",13,"R",15,"R",0,"R",0,"R",2
476586,"R",17,"R",0,"R",17,"R",8,"R",14,"R",0,"R",0,"R",3
476610,"R",32,"R",0,"R",32,"R",28,"R",28,"R",0,"R",0,"R",4
476683,"R",8,"Z",0,"R",8,"R",4,"R",6,"Z",0,"R",0,"R",2
476708,"R",26,"Z",0,"R",26,"Z",0,"R",10,"R",1,"Z",0,"R",15
476744,"R",19,"R",0,"R",19,"R",6,"R",8,"R",0,"R",6,"R",5
476753,"R",57,"Z",0,"R",57,"Z",0,"R",48,"Z",0,"R",0,"R",9
476780,"R",249,"R",0,"R",249,"R",16,"R",215,"R",0,"R",25,"R",9
476805,"R",18,"R",0,"R",18,"R",0,"R",14,"R",0,"R",0,"R",4
476887,"R",26,"R",0,"R",26,"R",13,"R",26,"R",0,"R",0,"R",0
476896,"R",42,"R",0,"R",42,"R",0,"R",37,"R",0,"R",5,"R",0
476902,"R",9,"R",0,"R",9,"R",5,"R",9,"R",0,"R",0,"R",0
476984,"R",38,"R",0,"R",38,"R",0,"R",36,"R",0,"R",0,"R",2
477002,"R",27,"R",0,"R",27,"R",0,"R",24,"R",0,"R",0,"R",3
478953,"R",120,"R",0,"R",120,"R",4,"R",89,"R",0,"R",0,"R",31
479053,"R",8,"R",0,"R",8,"Z",0,"Z",0,"R",1,"R",7,"R",0
479248,"R",60,"R",0,"R",60,"R",13,"R",39,"R",12,"R",0,"R",9
480000,"R",23,"R",0,"R",23,"R",10,"R",13,"R",0,"R",0,"R",10
480019,"R",354,"R",0,"R",354,"R",326,"R",326,"R",0,"R",0,"R",28
480028,"R",4,"R",0,"R",4,"R",0,"R",4,"R",0,"R",0,"R",0
480037,"R",135,"R",0,"R",135,"R",90,"R",90,"R",0,"R",0,"R",45
480125,"R",32,"R",0,"R",32,"R",3,"R",28,"R",0,"R",0,"R",4
480514,"R",163,"R",0,"R",163,"R",68,"R",69,"R",0,"R",0,"R",94
480693,"R",49,"R",0,"R",49,"R",10,"R",30,"R",4,"R",0,"R",15
480736,"R",4,"R",0,"R",4,"R",1,"R",3,"R",0,"R",0,"R",1
480842,"R",9,"R",0,"R",9,"R",5,"R",7,"R",1,"R",0,"R",1
480879,"R",7,"Z",0,"R",7,"R",6,"R",6,"Z",0,"R",0,"R",1
480888,"R",65,"R",0,"R",65,"R",59,"R",59,"R",0,"R",0,"R",6
480897,"R",78,"R",0,"R",78,"R",0,"R",71,"R",0,"R",0,"R",7
480903,"R",210,"Z",0,"R",210,"Z",0,"R",10,"Z",0,"Z",0,"R",200
480994,"R",61,"R",0,"R",61,"R",23,"R",23,"R",0,"R",0,"R",38
481003,"R",110,"R",0,"R",110,"R",98,"R",107,"R",0,"R",0,"R",3
481021,"R",94,"R",0,"R",94,"R",90,"R",90,"R",0,"R",0,"R",4
481049,"R",7,"R",0,"R",7,"R",6,"R",6,"R",0,"R",0,"R",1
481067,"R",21,"R",0,"R",21,"R",20,"R",20,"R",0,"R",1,"R",0
481146,"R",72,"R",0,"R",72,"R",24,"R",46,"R",0,"R",0,"R",26
481155,"R",31,"R",0,"R",31,"R",18,"R",18,"R",2,"R",0,"R",11
481164,"R",142,"R",0,"R",142,"R",114,"R",116,"R",0,"R",5,"R",21
481182,"R",32,"R",0,"R",32,"R",26,"R",26,"R",0,"R",0,"R",6
481191,"R",629,"R",0,"R",629,"R",512,"R",512,"R",0,"R",0,"R",117
481207,"R",40,"R",0,"R",40,"R",32,"R",32,"R",1,"R",0,"R",7
481261,"R",18,"R",0,"R",18,"R",6,"R",18,"R",0,"R",0,"R",0
481270,"R",6,"R",0,"R",6,"R",5,"R",6,"R",0,"R",0,"R",0
481289,"R",60,"R",0,"R",60,"R",0,"R",47,"R",0,"R",0,"R",13
481298,"R",55,"R",0,"R",55,"R",20,"R",35,"R",1,"R",0,"R",19
481304,"R",55,"R",0,"R",55,"R",0,"R",39,"R",7,"R",9,"R",0
481313,"R",41,"R",0,"R",41,"R",6,"R",24,"R",11,"R",0,"R",6
481322,"R",39,"Z",0,"R",39,"R",28,"R",28,"R",0,"Z",0,"R",11
481331,"R",37,"R",0,"R",37,"R",34,"R",34,"R",0,"R",0,"R",3
481340,"R",61,"R",0,"R",61,"R",49,"R",49,"R",0,"R",0,"R",12
481368,"R",15,"R",0,"R",15,"R",14,"R",14,"R",0,"R",1,"R",0
481377,"R",4,"R",0,"R",4,"R",4,"R",4,"R",0,"R",0,"R",0
481386,"R",12,"R",0,"R",12,"R",10,"R",10,"R",0,"R",0,"R",2
481395,"R",15,"R",0,"R",15,"R",12,"R",12,"R",1,"R",0,"R",2
481429,"R",119,"R",0,"R",119,"R",48,"R",48,"R",0,"R",0,"R",71
481465,"R",56,"R",0,"R",56,"R",47,"R",47,"R",0,"R",0,"R",9
481492,"R",50,"R",1,"R",49,"R",40,"R",42,"R",3,"R",0,"R",4
481508,"R",65,"R",0,"R",65,"R",37,"R",46,"R",0,"R",0,"R",19
481517,"R",29,"R",0,"R",29,"R",17,"R",23,"R",0,"R",0,"R",6
481526,"R",1,"R",0,"R",1,"R",1,"R",1,"R",0,"R",0,"R",0
481553,"R",40,"R",0,"R",40,"R",30,"R",30,"R",0,"R",0,"R",10
481571,"R",3,"R",0,"R",3,"R",0,"R",3,"R",0,"R",0,"R",0
482167,"R",9,"R",0,"R",9,"R",4,"R",9,"R",0,"R",0,"R",0
482194,"R",97,"R",0,"R",97,"R",89,"R",89,"R",0,"R",0,"R",8
482246,"R",13,"R",0,"R",13,"R",11,"R",11,"R",0,"R",0,"R",2
483054,"R",30,"R",0,"R",30,"R",23,"R",27,"R",0,"R",0,"R",3
483106,"R",76,"R",0,"R",76,"R",30,"R",65,"R",0,"R",0,"R",11
